"glottocode","iso_code","language_name","CLF","longitude","latitude","area","continent","status","family","source"
"ahan1244","ahn","Àhàn",FALSE,6.00896,7.44139,"Africa","Africa","shifting","Atlantic-Congo","ogunmodimu_grammar_2015"
"aheu1239","thm","Thavung",FALSE,104.229,17.7655,"Eurasia","Asia","shifting","Austroasiatic","srisakorn_so_2008"
"ahom1240","aho","Ahom",TRUE,88.464,27.2778,"Eurasia","Asia","extinct","Tai-Kadai","phukan_introductory_1978"
"aime1238","ail","Aimele",FALSE,142.656,-6.68656,"Papunesia","Pacific","shifting","Bosavi","aiton_grammatical_2016"
"ainu1240","ain","Hokkaido Ainu",TRUE,142.46167,43.633654,"Eurasia","Asia","nearly extinct","Ainu",NA
"ainu1251","aib","Ainu (China)",FALSE,76.4209,39.2714,"Eurasia","Asia","shifting","Turkic","wurm_ejnu_1996"
"ajab1235","ajg","Aja (Benin)",FALSE,1.64992,7.06634,"Africa","Africa","not endangered","Atlantic-Congo","morley_grammar_2010"
"ajie1238","aji","Ajië",FALSE,165.468,-21.3029,"Papunesia","Pacific","not endangered","Austronesian","lichtenberk_sketch_1978"
"ajyi1238","cpc","Ajyíninka Apurucayali",FALSE,-74.61947,-9.82364,"South America","Americas","threatened","Arawakan","payne_phonology_1981"
"akab1249","abj","Aka-Bea",FALSE,92.7818,12.3782,"Eurasia","Asia","extinct","Great Andamanese","man_lords_1877"
"akaj1239","akj","Aka-Jeru",FALSE,92.9504,13.1525,"Eurasia","Asia","nearly extinct","Great Andamanese","abbi_unique_2012"
"akak1251","ack","Aka-Kora",FALSE,92.7466,12.0944,"Eurasia","Asia","extinct","Great Andamanese","yadav_great_1985"
"akan1250","aka","Akan",FALSE,-1.33254,6.34756,"Africa","Africa","not endangered","Atlantic-Congo","bellon_tshi_1911"
"akaw1239","ake","Akawaio",FALSE,-60.862,6.16277,"South America","Americas","threatened","Cariban","caesar-fox_zauronodok_2003"
"akei1237","tsr","Akei",FALSE,166.767,-15.6377,"Papunesia","Pacific","not endangered","Austronesian","ray_grammar_1926"
"akha1245","ahk","Akha",TRUE,100.964,21.2309,"Eurasia","Asia","not endangered","Sino-Tibetan","thurgood_sino-tibetan_2003"
"akhv1239","akv","Akhvakh",FALSE,46.3037,42.4003,"Eurasia","Europe","shifting","Nakh-Daghestanian","creissels_sketch_2020"
"akka1240","akk","Akkadian",FALSE,44.1,33.1,"Eurasia",NA,"extinct","Afro-Asiatic","huehnergard_grammar_1997"
"akla1241","akl","Aklanon",FALSE,122.354,11.5543,"Papunesia","Asia","not endangered","Austronesian","cruz_grammar_1968"
"akoo1248","bss","Akoose",FALSE,9.65522,4.9243,"Africa","Africa","not endangered","Atlantic-Congo","hedinger_grammar_2008"
"akoy1238","miw","Akoye",FALSE,145.669,-7.66067,"Papunesia","Pacific","shifting","Angan","whitney_akoye_1991"
"akun1241","aqz","Akuntsu",FALSE,-60.9716,-12.8322,"South America",NA,"nearly extinct","Tupian","aragon_grammar_2014"
"alab1237","akz","Alabama",FALSE,-94.62848,30.76738,"North America","Americas","shifting","Muskogean","scancarelli_alabama_2005"
"alab1254","alw","Alaba-K'abeena",FALSE,38.1732,7.39014,"Africa","Africa","not endangered","Afro-Asiatic","schneider-blum_grammar_2007"
"alac1244","mim","Alacatlatzala Mixtec",FALSE,-98.4674,17.4944,"North America","Americas","threatened","Otomanguean","zylstra_syntactic_1991"
"alag1248","wbj","Alagwa",FALSE,35.7231,-4.64148,"Africa","Africa","shifting","Afro-Asiatic","mous_alagwa_2016"
"alam1246","amp","Alamblak",FALSE,143.316,-4.66307,"Papunesia","Pacific","shifting","Sepik","bruce_grammar_1979"
"alaw1244","alh","Alawa",FALSE,134.282,-15.5458,"Australia","Pacific","nearly extinct","Mangarrayi-Maran","sharpe_alawa_1972"
"alba1269","bhk","Inland-Buhi-Daraga Bikol",FALSE,123.49,13.1989,"Papunesia","Asia",NA,"Austronesian","fincke_sto_2002"
"alek1238","gah","Alekano",FALSE,145.387,-6.03901,"Papunesia","Pacific","threatened","Nuclear Trans New Guinea","deibler_semantic_1976"
"aleu1260","ale","Aleut",FALSE,-174.29,52.1228,"North America","Americas","shifting","Eskimo-Aleut","aginsky_critical_1933"
"alge1239","arq","Algerian Arabic",FALSE,3.23033,35.4208,"Africa","Africa","not endangered","Afro-Asiatic","souag_notes_2005"
"algo1255","alq","Algonquin",FALSE,-77.5258,47.3876,"North America","Americas","threatened","Algic","schoolcraft_essary_1852"
"alor1247","aol","Alorese",FALSE,124.264,-8.20382,"Papunesia","Asia","not endangered","Austronesian","klamer_short_2011"
"alse1251","aes","Alsea-Yaquina",FALSE,-123.94,44.408,"North America","Americas","extinct",NA,"frachtenberg_alsea_1918"
"alun1238","alp","Alune",TRUE,128.394,-3.11477,"Papunesia","Asia","threatened","Austronesian",NA
"alur1250","alz","Alur",FALSE,31.0016,2.36213,"Africa","Africa","not endangered","Nilotic","ringe_simple_1953"
"alut1245","alr","Alutor",FALSE,165.653,60.3844,"Eurasia","Asia","moribund","Chukotko-Kamchatkan","kibrik_alutor_2004"
"alya1239","aly","Alyawarr",FALSE,136.835,-21.0427,"Australia","Pacific","threatened","Pama-Nyungan","yallop_alyawarra_1977"
"amah1246","amc","Amahuaca",FALSE,-72.3208,-10.2012,"South America","Americas","moribund","Pano-Tacanan","russell_syntactonemics_1959"
"amam1246",NA,"Amam",FALSE,146.958832,-7.849821,"Papunesia",NA,NA,"Goilalan","aki_tentative_2013"
"aman1265","amn","Amanab",FALSE,141.178,-3.51516,"Papunesia","Pacific","shifting","Border","minch_essential_1991"
"amap1240","amm","Ama (Papua New Guinea)",FALSE,141.658,-4.20192,"Papunesia","Pacific","threatened","Left May","arsjo_words_1999"
"amar1271","amg","Amurdak",FALSE,132.878,-11.9876,"Australia","Pacific","nearly extinct","Iwaidjan Proper","robert_handelsmann_towards_1991"
"amar1272","aie","Amara",FALSE,148.68,-5.55778,"Papunesia","Pacific","shifting","Austronesian","william_ed_amara_1996"
"amar1274","amr","Amarakaeri",TRUE,-70.5533,-12.4931,"South America","Americas","shifting","Harakmbut",NA
"amas1236","nyi","Ama (Sudan)",FALSE,29.4332,12.0993,"Africa","Africa","not endangered","Nyimang","schadeberg_adjectives_1981"
"amba1265","amk","Ambai",FALSE,136.526,-1.88126,"Papunesia","Asia","threatened","Austronesian","st-pierre-tanguay_grammar_2007"
"ambo1250","abs","Ambonese Malay",TRUE,128.184,-3.71342,"Papunesia","Asia","not endangered","Austronesian","minde_malayu_1997"
"ambu1247","abt","Ambulas",FALSE,143.059,-3.7801,"Papunesia","Pacific","threatened","Ndu","wilson_abulas_1973"
"amdo1237","adx","Amdo Tibetan",TRUE,100.485,34.5177,"Eurasia","Asia","not endangered","Sino-Tibetan","shis_ahp_nodate"
"amel1241","aey","Amele",FALSE,145.687,-5.29126,"Papunesia","Pacific","threatened","Nuclear Trans New Guinea","roberts_amele_2016"
"amha1245","amh","Amharic",FALSE,39.543456,11.708182,"Africa","Africa","not endangered","Afro-Asiatic","leslau_reference_1995"
"amii1238","amy","Ami",FALSE,130.04,-13.5573,"Australia","Pacific","nearly extinct","Western Daly","ford_description_1998"
"amis1246","ami","Amis",TRUE,121.348,23.0917,"Papunesia","Asia","threatened","Austronesian",NA
"amoo1242","amo","Amo",FALSE,8.65405,10.3229,"Africa","Africa","not endangered","Atlantic-Congo","a_di_luzio_preliminary_1972"
"anam1248","imi","Anamuxra",FALSE,144.991,-4.63762,"Papunesia","Pacific","not endangered","Nuclear Trans New Guinea","andrew_ingram_anamuxra_2001"
"anci1242","grc","Ancient Greek",FALSE,21.9129,39.8155,"Eurasia","Europe","extinct","Indo-European","morwood_oxford_2002"
"anci1244","hbo","Ancient Hebrew",FALSE,35.1725,31.7761,"Eurasia","Asia","extinct","Afro-Asiatic","huehnergard_pre-modern_2019"
"anci1245","xna","Ancient North Arabian",FALSE,NA,NA,"Eurasia",NA,"extinct","Afro-Asiatic","woodard_ancient_2008"
"anda1280","hca","Andaman Creole Hindi",FALSE,92.738,11.676,"Papunesia","Asia","not endangered","Indo-European","sharma_hindi_2005"
"anda1287","xaa","Andalusian Arabic",FALSE,NA,NA,"Eurasia",NA,"extinct","Afro-Asiatic","corriente_descriptive_2013"
"anei1239","aty","Aneityum",FALSE,169.825,-20.1864,"Papunesia","Pacific","shifting","Austronesian","lynch_anejom_1982"
"anfi1235","myo","Anfillo",FALSE,34.647,8.568,"Africa","Africa","shifting","Ta-Ne-Omotic","yigezu_anfillo_1995"
"anga1288","njm","Angami Naga",TRUE,93.8668,25.6841,"Eurasia","Asia","threatened","Sino-Tibetan","giridhar_word_1991"
"anga1290","agm","Angaataha",FALSE,146.352,-7.15012,"Papunesia","Pacific","not endangered","Angan","eko_tentative_2014"
"anga1292","akh","Angal Heneng",FALSE,143.478,-6.13347,"Papunesia","Pacific","not endangered","Nuclear Trans New Guinea","williams_annual_1940"
"anga1293","age","Angal",FALSE,143.592,-6.0127,"Papunesia","Pacific","not endangered","Nuclear Trans New Guinea","madden_introduction_nodate"
"angi1238","anp","Angika",FALSE,85.534,26.0047,"Eurasia","Asia","threatened","Indo-European","dasgupta_ghatoali_1978"
"angl1239","rme","Angloromani",FALSE,-78,39,"North America","Americas","not endangered","Mixed Language","leland_english_1874"
"ango1254","agg","Angor",FALSE,141.199,-3.7167,"Papunesia","Pacific","shifting","Senagi","litteral_features_1980"
"ango1258","aoa","Angolar",FALSE,6.59486,0.11438,"Africa","Africa","not endangered","Indo-European","lorenzino_angolar_1998"
"angu1242","awg","Anguthimri",FALSE,141.755,-12.395,"Australia",NA,"extinct","Pama-Nyungan","dixon_mpakwithi_1981"
"anii1245","blo","Anii",FALSE,1.60169,9.11127,"Africa","Africa","threatened","Atlantic-Congo","morton_temporal_2014"
"anii1246","hnh","//Ani",FALSE,22.9088,-19.0966,"Africa","Africa","shifting","Khoe-Kwadi","zima_khoisan_2000"
"anin1240","aoi","Anindilyakwa",TRUE,136.6415,-13.99904,"Australia","Pacific","shifting","Gunwinyguan","van_egmond_enindhilyakwa_2012"
"anip1235","ypn","Ani Phowa",TRUE,103.733,23.591,"Eurasia","Asia","threatened","Sino-Tibetan","pelkey_phowa_2004"
"anti1245","aig","Antigua and Barbuda Creole English",FALSE,-61.821863,17.068263,"North America","Americas","not endangered","Indo-European","farquhar_grammar_1974"
"anua1242","anu","Anuak",FALSE,34.0267,7.57714,"Africa","Africa","not endangered","Nilotic","lusted_anywa_1976"
"anuf1239","cko","Anufo",FALSE,0.56021,10.2839,"Africa","Africa","not endangered","Atlantic-Congo","smye_grammar_2004"
"anut1237","aud","Anuta",FALSE,169.85,-11.61,"Papunesia","Pacific","shifting","Austronesian","richard_feinberg_anutan_1977"
"anuu1241","anl","Anu",TRUE,98.5945,23.3394,"Eurasia","Asia","threatened","Sino-Tibetan","wright_hkongso_2009"
"aona1235","njo","Ao Naga",FALSE,94.3824,26.3241,"Eurasia","Asia","threatened","Sino-Tibetan","coupe_grammar_2007"
"aoua1234","aou","A'ou",TRUE,105.85,26.8,"Eurasia",NA,"nearly extinct","Tai-Kadai","li_grammar_2014"
"apal1237","xap","Apalachee",FALSE,NA,NA,"North America",NA,"extinct","Muskogean","kimball_grammatical_1987"
"apal1257","apy","Apalaí",FALSE,-54.7457,1.49792,"South America","Americas","shifting","Cariban","pullum_apalai_1986"
"apat1240","apt","Apatani",TRUE,93.7284,27.1933,"Eurasia","Asia","threatened","Sino-Tibetan","post_apatani_2014"
"apin1244","apn","Apinayé",FALSE,-47.6315,-6.10774,"South America","Americas","shifting","Nuclear-Macro-Je","ham_apinaye_1961"
"apma1240","app","Apma",FALSE,168.189,-15.8559,"Papunesia","Pacific","not endangered","Austronesian","schneider_grammar_2010"
"apma1241","kbx","Ap Ma",FALSE,144.085,-4.35147,"Papunesia","Pacific","shifting",NA,"martha_l_wade_stratificational_1984"
"apur1254","apu","Apurinã",FALSE,-66.7714,-8.21692,"South America","Americas","shifting","Arawakan","facundes_language_2000"
"arak1252","akr","Araki",FALSE,166.952542,-15.632997,"Papunesia","Pacific","nearly extinct","Austronesian","francois_araki_2002"
"aram1253","stk","Arammba",FALSE,141.445,-8.29593,"Papunesia","Pacific","not endangered","Morehead-Wasur","baku_tentative_2013"
"arao1248","aro","Araona",FALSE,-67.7293,-12.4242,"South America","Americas","shifting","Pano-Tacanan","emkow_grammar_2006"
"arap1274","arp","Arapaho",FALSE,-108.81,43.3879,"North America","Americas","moribund","Algic","zdenek_salzmann_arapaho_1967"
"araw1276","arw","Lokono",FALSE,-56.9243,5.64295,"South America","Americas","moribund","Arawakan","pet_grammar_2011"
"arbo1245","arv","Arbore",FALSE,36.7986,4.92183,"Africa","Africa","shifting","Afro-Asiatic","hayward_arbore_1984"
"arch1244","aqc","Archi",FALSE,46.8267,42.3239,"Eurasia","Europe","shifting","Nakh-Daghestanian","kibrik_archi_1994"
"area1240","alu","'Are'are",FALSE,161.158,-9.20699,"Papunesia","Pacific","not endangered","Austronesian","naitoro_sketch_2013"
"aree1239","mwc","Are",FALSE,149.999,-9.67147,"Papunesia","Pacific","not endangered","Austronesian","paisawa_short_1976"
"areq1237","qxu","Arequipa-La Unión Quechua",FALSE,-72.6333,-15.1806,"South America","Americas","not endangered","Quechuan","courtney_child_1998"
"argo1244","agj","Argobba",FALSE,39.756,10.6596,"Africa","Africa","threatened","Afro-Asiatic","leslau_ethiopic_1997"
"arhu1242","arh","Arhuaco",FALSE,-73.6363,10.7018,"South America","Americas","threatened","Chibchan","frank_ika_1990"
"arib1241","laz","Aribwatsa",FALSE,146.991,-6.72266,"Papunesia","Pacific","extinct","Austronesian","susanne_ed_aribwatsa_1997"
"arif1239","aai","Arifama-Miniafia",FALSE,149.246,-9.15565,"Papunesia","Pacific","shifting","Austronesian","oyabua_tentative_2015"
"arig1246","aqg","Arigidi",FALSE,5.89556,7.56324,"Africa","Africa","not endangered","Atlantic-Congo","oshodi_reference_2011"
"arik1262","ari","Arikara",FALSE,-98.7158,40.6473,"North America","Americas","nearly extinct","Caddoan","parks_introduction_1979"
"ariz1237",NA,"Arizona Tewa",FALSE,-110.381389,35.836667,"North America",NA,"extinct","Kiowa-Tanoan","paul_v_kroskrity_aspects_1977"
"arop1242","aps","Arop-Sissano",FALSE,142.12,-3.06984,"Papunesia","Pacific","not endangered","Austronesian","whitacre_aropsissano_1986"
"arop1243","apr","Arop-Lokep",FALSE,147.103,-5.31671,"Papunesia","Pacific","not endangered","Austronesian",NA
"aros1241","aia","Arosi",FALSE,161.432,-10.2441,"Papunesia","Pacific","not endangered","Austronesian","capell_arosi_1971"
"arta1239","atz","Arta",FALSE,121.656,16.4185,"Papunesia","Asia","nearly extinct","Austronesian","kimoto_preliminary_2014"
"ashe1272","prq","Ashéninka Perené",FALSE,-74.9153,-10.9777,"South America","Americas","threatened","Arawakan","mihas_essentials_2010"
"ashk1246","ask","Ashkun",FALSE,70.37453,34.84277,"Eurasia","Asia","shifting","Indo-European","morgenstierne_language_1929"
"asho1236","csh","Asho Chin",FALSE,93.5069,21.393,"Eurasia","Asia","not endangered","Sino-Tibetan","fryer_khyeng_1875"
"assa1263","asm","Assamese",TRUE,91.2932,26.0876,"Eurasia","Asia","not endangered","Indo-European",NA
"assi1247","asb","Assiniboine",FALSE,-106.068,49.2923,"North America","Americas","shifting","Siouan","cumberland_grammar_2005"
"assy1241","aii","Assyrian Neo-Aramaic",TRUE,43,36.75,"Eurasia","Asia","threatened","Afro-Asiatic",NA
"asur1254","asr","Asuri",FALSE,83.4562,21.5721,"Eurasia","Asia","shifting","Austroasiatic","hahn_primer_1901"
"asut1235","asa","Asu (Tanzania)",FALSE,37.8323,-4.17978,"Africa","Africa","not endangered","Atlantic-Congo","kagaya_classified_1989"
"atak1252","aqp","Atakapa",FALSE,-93.0827,30.9121,"North America","Americas","extinct",NA,"swanton_sketch_1929"
"atam1240","atd","Ata Manobo",FALSE,125.499,7.7789,"Papunesia","Asia","not endangered","Austronesian","austin_attention_1966"
"atay1247","tay","Atayal",FALSE,121.388,24.5209,"Papunesia","Asia","threatened","Austronesian","rau_grammar_1992"
"atem1241","ate","Mand",FALSE,144.806,-5.08137,"Papunesia","Pacific","nearly extinct","Nuclear Trans New Guinea","daniels_mand_2015"
"athp1241","aph","Athpariya",TRUE,87.3296,26.8794,"Eurasia","Asia","shifting","Sino-Tibetan",NA
"atii1237","atk","Ati",FALSE,122.512,11.1539,"Papunesia","Asia","shifting","Austronesian","pennoyer_inati_1986"
"atik1240","atj","Atikamekw",FALSE,-73.7989,47.9555,"North America","Americas","threatened","Algic","cooper_tete--boule_1945"
"aton1241","aot","Atong (India)",TRUE,90.658722,25.346508,"Eurasia","Asia","shifting","Sino-Tibetan","van_breugel_grammar_2008"
"atsu1245","atw","Atsugewi",FALSE,-120.661,40.4271,"North America","Americas","extinct","Palaihnihan","angulo_atsugewi_1929"
"atzi1235","ocu","Atzingo Matlatzinca",FALSE,-99.9239,19.3871,"North America","Americas","shifting","Otomanguean","muntzel_structure_1986"
"auuu1241","avt","Au",FALSE,142.105,-3.53277,"Papunesia","Pacific","shifting","Nuclear Torricelli","scorza_au_1976"
"avat1244","avn","Avatime",FALSE,0.41314,6.8688,"Africa","Africa","not endangered","Atlantic-Congo","ford_aspects_1971"
"aves1237","ave","Avestan",FALSE,53.633,31.541,"Eurasia","Asia","extinct","Indo-European","beekes_grammar_1988"
"avok1242","avu","Avokaya",FALSE,29.9379,4.38639,"Africa","Africa","not endangered","Central Sudanic","dimmendaal_notes_1986"
"awab1243","awk","Awabakal",FALSE,151.43555,-33.12847,"Australia","Pacific","extinct","Pama-Nyungan","threlkeld_language_1858"
"awac1238","vwa","Ximeng-Menglian Awa",TRUE,99.4833,22.75,"Eurasia","Asia","threatened","Austroasiatic",NA
"awac1239","kwi","Awa-Cuaiquer",FALSE,-78.3401,1.21652,"South America","Americas","threatened","Barbacoan","curnow_grammar_1997"
"awad1243","awa","Awadhi",TRUE,82.4663,27.5907,"Eurasia","Asia","not endangered","Indo-European",NA
"awad1244","bcu","Awad Bing",FALSE,146.355,-5.59896,"Papunesia","Pacific","not endangered","Austronesian","tryon_awad_1998"
"awap1236","awb","Awa (Papua New Guinea)",FALSE,145.714,-6.65534,"Papunesia","Pacific","not endangered","Nuclear Trans New Guinea","mckaughan_outline_1973"
"awar1248","awx","Awara",TRUE,146.372,-6.16986,"Papunesia","Pacific","not endangered","Nuclear Trans New Guinea",NA
"awar1249","aya","Awar",FALSE,144.836,-4.13554,"Papunesia","Pacific","moribund","Lower Sepik-Ramu","levy_tentative_2002"
"awet1244","awe","Awetí",FALSE,-53.391944,-12.381944,"South America","Americas","shifting","Tupian","reiter_ideophones_2011"
"awiy1238","auy","Awiyaana",FALSE,145.76,-6.54079,"Papunesia","Pacific","not endangered","Nuclear Trans New Guinea","marks_kosena_1974"
"awji1241","auj","Awjilah-Foqaha",FALSE,21.1819,29.2341,"Africa","Africa","shifting","Afro-Asiatic","putten_grammar_2013"
"awng1244","awn","Awngi",FALSE,36.6916,10.9819,"Africa","Africa","not endangered","Afro-Asiatic","allene_grammar_2016"
"awtu1239","kmn","Awtuw",FALSE,141.928,-3.53129,"Papunesia","Pacific","shifting","Sepik","feldman_grammar_1986"
"awut1241","afu","Awutu",FALSE,-0.59545,5.42441,"Africa","Africa","shifting","Atlantic-Congo","obeng_efutu_2008"
"axiy1235","yix","Axi Yi",TRUE,103.713,24.6009,"Eurasia","Asia","threatened","Sino-Tibetan",NA
"ayab1239","ayd","Yintyinka-Ayabadhu",FALSE,142.893,-14.6652,"Australia","Pacific","nearly extinct","Pama-Nyungan","verstraete_grammar_2015"
"ayac1239","quy","Ayacucho Quechua",FALSE,-74.32246,-13.84714,"South America","Americas","not endangered","Quechuan","parker_ayacucho_1969"
"ayor1240","ayo","Ayoreo",FALSE,-60.217495,-19.220055,"South America","Americas","shifting","Zamucoan","bertinetto_ayoreo_2009"
"ayut1236","miy","Ayutla Mixtec",FALSE,-98.9916,16.8833,"North America","Americas","threatened","Otomanguean","bradley_syntactic_1990"
"azhe1235","yiz","Azhe",TRUE,103.441,24.405,"Eurasia","Asia","not endangered","Sino-Tibetan",NA
"baat1238","bba","Baatonum",FALSE,2.99607,9.63186,"Africa","Africa","not endangered","Atlantic-Congo","welmers_notes_1952"
"baba1264","bbw","Baba",FALSE,10.5216,6.11222,"Africa","Africa","not endangered","Atlantic-Congo","pepandze_morpho-syntax_2005"
"baba1266","bbk","Babanki",FALSE,10.2869,5.97863,"Africa","Africa","not endangered","Atlantic-Congo","akumbu_pedagogic_2012"
"baba1267","mbf","Baba Malay",TRUE,103.076,1.75414,"Eurasia","Asia","nearly extinct","Austronesian","lee_grammar_2014"
"baba1268","baa","Babatana",FALSE,157.149,-7.22281,"Papunesia","Pacific","not endangered","Austronesian","ray_grammar_1926-1"
"babi1235","bcr","Babine",TRUE,-126.41,55.0997,"North America","Americas","moribund","Athabaskan-Eyak-Tlingit","hargus_witsuwiten_2007"
"babu1240","bzg","Babuza",FALSE,120.585,24.0017,"Papunesia","Asia","extinct","Austronesian","he_notes_2005"
"bact1239","xbc","Bactrian",FALSE,NA,NA,"Eurasia",NA,"extinct","Indo-European","gholami_selected_2009"
"bada1257","bfq","Badaga",FALSE,76.5974,11.3094,"Eurasia","Asia","shifting","Dravidian","ramaswami_balakrishnan_badaga_1999"
"bade1248","bde","Bade",FALSE,10.6557,12.789,"Africa","Africa","not endangered","Afro-Asiatic","kaye_nominal_2007"
"badi1246","bia","Badimaya",FALSE,117.246,-29.0647,"Australia","Pacific","extinct","Pama-Nyungan","l_ed_badimaya_1988"
"bady1239","pbp","Jaad-Badyara",FALSE,-13.4759,12.6425,"Africa","Africa","threatened","Atlantic-Congo","cover_aspect_2010"
"bafa1247","bwt","Bafaw-Balong",FALSE,9.522,4.53307,"Africa","Africa","not endangered","Atlantic-Congo","chia_bafaw_2011"
"bafa1249","bfj","Bafanji",TRUE,10.4518,5.84612,"Africa","Africa","not endangered","Atlantic-Congo",NA
"bafi1243","ksf","Bafia",FALSE,11.0982,4.72603,"Africa","Africa","not endangered","Atlantic-Congo","nurse_kpa_2003"
"bafu1246","bfd","Bafut",FALSE,10.1194,6.14153,"Africa","Africa","not endangered","Atlantic-Congo","tamanji_sketch_2010"
"baga1272","bsp","Baga Sitemu",FALSE,-14.4756,10.4793,"Africa","Africa","shifting","Atlantic-Congo","ganong_features_1998"
"baga1273","bgo","Baga Koga",FALSE,-13.947,10.1286,"Africa","Africa","shifting","Atlantic-Congo","relich_general_1973"
"bagi1246","bmi","Bagirmi",FALSE,14.769495,11.52392,"Africa","Africa","not endangered","Central Sudanic","keegan_bagirmi_2016"
"bagr1243","bgq","Bagri",FALSE,71.453,28.6036,"Eurasia","Asia","not endangered","Indo-European","gusain_descriptive_1999"
"baha1256","yha","Baha Buyang",TRUE,104.449,23.0105,"Eurasia","Asia","moribund","Tai-Kadai",NA
"baha1258","bdw","Baham",FALSE,132.637,-3.10628,"Papunesia","Asia","threatened","West Bomberai","flassy_inflections_2002"
"baha1259","abv","Baharna Arabic",FALSE,50.580811,26.223615,"Eurasia","Asia","not endangered","Afro-Asiatic","holes_bahraini_1983"
"baha1260","bah","Bahamas Creole English",FALSE,-77.390587,25.032149,"North America","Americas","not endangered","Indo-European","kortmann_bahamian_2004"
"bahi1252","bhj","Bahing",FALSE,86.3949,27.3323,"Eurasia","Asia","nearly extinct","Sino-Tibetan","rapacha_kiranti-bayung_2008"
"bahn1262","bdq","Bahnar",FALSE,108.471,14.0476,"Eurasia","Asia","not endangered","Austroasiatic","mo_odrong_1973"
"baik1238","bkx","Baikeno",FALSE,124.256,-9.32991,"Papunesia","Asia","threatened","Austronesian","hull_baikenu_2001"
"baim1244","bqh","Baima",TRUE,103.952,33.1001,"Eurasia","Asia","shifting","Sino-Tibetan","sun_is_2003"
"bais1246","bsw","Baiso",FALSE,37.7681,6.44892,"Africa","Africa","shifting","Afro-Asiatic","kebebew_grammatical_2018"
"baja1265","bjs","Bajan",FALSE,-59.5346,13.1365,"North America","Americas","not endangered","Indo-European","arends_early_1995"
"baje1238","bjm","Bajelani",FALSE,42.9867,33.9498,"Eurasia","Asia","threatened","Indo-European","mackenzie_bajani_1956"
"baka1272","bkc","Baka (Cameroon)",FALSE,13.7804,2.16013,"Africa","Africa","threatened","Atlantic-Congo","leonard_pragmatic_2005"
"bakh1245","bqi","Bakhtiari",TRUE,49.7713,32.0163,"Eurasia","Asia","not endangered","Indo-European","anonby_bakhtiari_nodate"
"baki1244","bki","Baki",FALSE,168.165,-16.7096,"Papunesia","Pacific","shifting","Austronesian",NA
"bako1249","bkh","Bakoko",FALSE,9.99905,3.56518,"Africa","Africa","not endangered","Atlantic-Congo","fraser_grammar_1891"
"bako1250","kme","Bakole",FALSE,8.97387,4.43654,"Africa","Africa","shifting","Atlantic-Congo","asobo_noun_1989"
"bala1301","ble","Balanta-Kentohe",FALSE,-15.3221,11.8203,"Africa","Africa","not endangered","Atlantic-Congo","wilson_outline_1961"
"bala1302","bjt","Balanta-Ganja",FALSE,-15.6658,12.5382,"Africa","Africa","not endangered","Atlantic-Congo","fudeman_topics_1999"
"bala1310","blw","Balangao",FALSE,121.272,17.0994,"Papunesia","Asia","not endangered","Austronesian","shetler_notes_1976"
"bala1311","sse","Balangingi",FALSE,121.686646,6.011614,"Papunesia","Asia","not endangered","Austronesian","gault_ergative_1999"
"bala1315","blz","Balantak",TRUE,123.289,-0.86809,"Papunesia","Asia","not endangered","Austronesian","van_den_berg_grammar_2012"
"bali1278","ban","Balinese",TRUE,115.075,-8.35714,"Papunesia","Asia","not endangered","Austronesian",NA
"balk1252","rmn","Balkan Romani",TRUE,21.17,42.67,"Eurasia","Europe","not endangered","Indo-European",NA
"balt1257","rml","Baltic Romani",FALSE,38,60,"Eurasia","Europe","threatened","Indo-European","tenser_northeastern_2008"
"balt1258","bft","Balti",FALSE,77.2859,34.4491,"Eurasia","Asia","not endangered","Sino-Tibetan","read_balti_1934"
"balu1257","blq","Paluai",TRUE,147.282,-2.5604,"Papunesia","Pacific","not endangered","Austronesian","schokkin_grammar_2014"
"bamb1262","myf","Bambassi",FALSE,34.6522,9.82554,"Africa","Africa","shifting","Blue Nile Mao","ahland_grammar_2012"
"bamb1265","bmo","Bambalang",FALSE,10.544,5.861,"Africa","Africa","not endangered","Atlantic-Congo","wright_noun_2009"
"bamb1266","baw","Bambili-Bambui",FALSE,10.2233,6.10821,"Africa","Africa","not endangered","Atlantic-Congo","ayuninjam_mbili_1994"
"bamb1269","bam","Bambara",FALSE,-9.98949,12.0401,"Africa","Africa","not endangered","Mande","bird_kan_1977"
"bamb1270","ptu","Bambam",FALSE,119.201,-3.02759,"Papunesia","Asia","not endangered","Austronesian","campbell_aspects_1989"
"bamu1253","bax","Bamun",FALSE,10.8477,5.49017,"Africa","Africa","not endangered","Atlantic-Congo","nchare_grammar_2012"
"bana1288","bjx","Banao Itneg",FALSE,121.05,17.5643,"Papunesia","Asia","not endangered","Austronesian","ramos_verbal_1970"
"band1340","bqj","Bandial",TRUE,-16.4245,12.5258,"Africa","Africa","shifting","Atlantic-Congo","watson_kujireray_2015"
"band1352","bza","Bandi",FALSE,-10.1684,7.73729,"Africa","Africa","not endangered","Mande","grossmann_discourse_1992"
"bang1339","bjb","Banggarla",FALSE,136.079,-33.3036,"Australia","Pacific","extinct","Pama-Nyungan","clendon_clamor_2015"
"bang1354","bni","Bangi",FALSE,17.227,-0.87437,"Africa","Africa","not endangered","Atlantic-Congo","whitehead_grammar_1964"
"bang1363","dba","Bangime",FALSE,-3.77092,14.8116,"Africa","Africa","shifting",NA,"heath_grammar_2018"
