"glottocode","iso_code","language_name","CLF","longitude","latitude","area","continent","status","family","source"
"logo1259","log","Logo",FALSE,29.8866,3.32608,"Africa","Africa","not endangered","Central Sudanic","goyvaerts_d_l_aspects_1983"
"loka1252","yaz","Lokaa",FALSE,8.0933,5.91483,"Africa","Africa","not endangered","Atlantic-Congo","iwara_alexander_u_phonology_1982"
"loko1255","lok","Loko",FALSE,-12.1583,9.11838,"Africa","Africa","not endangered","Mande","kimball_les_description_1983"
"lola1250","llq","Lolak",FALSE,124.117,0.85544,"Papunesia","Asia","moribund","Austronesian","lobel_jason_william_notes_2017"
"lolo1259","ycl","Lolopo",TRUE,101.30185,25.50051,"Eurasia","Asia","not endangered","Sino-Tibetan","merrifield_yaololo_2010"
"loma1260","lom","Loma (Liberia)",FALSE,-9.69906,7.91585,"Africa","Africa","not endangered","Mande","sadler_wesley_complete_2006"
"lomb1257","lmo","Lombard",FALSE,9.39509,45.8817,"Eurasia","Europe","shifting","Indo-European","paganessi_giulia_brazilian_2017"
"long1395","lgu","Longgu",FALSE,160.663,-9.75258,"Papunesia","Pacific","shifting","Austronesian","hill_deborah_longgu_2002"
"loni1238","los","Loniu",TRUE,147.35,-2.06124,"Papunesia","Pacific","not endangered","Austronesian",NA
"lonw1238","crc","Lonwolwol",FALSE,168.016,-16.2286,"Papunesia","Pacific","shifting","Austronesian","paton_ambrym_1973"
"lopi1242","lpx","Lopit",FALSE,32.7534,4.6986,"Africa","Africa","not endangered","Nilotic","ladu_valente_otwari_lopit_2014"
"lote1237","uvl","Lote",FALSE,150.911,-5.954,"Papunesia","Pacific","not endangered","Austronesian","pearson_lote_2008"
"loth1237","njh","Lotha Naga",FALSE,94.04355,26.01396,"Eurasia","Asia","not endangered","Sino-Tibetan","acharya_k_p_lotha_1983"
"loui1240","lou","Louisiana Creole French",FALSE,-90.7475,30.0412,"North America","Americas","moribund","Indo-European","klingler_if_2003"
"loup1243","xlo","Loup A",FALSE,NA,NA,"North America",NA,"extinct","Algic","gustafson_holly_s_grammar_2000"
"louu1245","loj","Lou",TRUE,147.346,-2.38659,"Papunesia","Pacific","not endangered","Austronesian","stutzman_study_1997"
"lowe1402",NA,"Lower Riverland",FALSE,NA,NA,"Australia",NA,"extinct","Pama-Nyungan","moorhouse_matthew_vocabulary_1846"
"lowe1407",NA,"Lower-Nosop",FALSE,20.588827,-25.54522,"Africa",NA,"extinct","Tuu","bleek_dorothea_f_grammatical_1937"
"lowe1412","kml","Tanudan Kalinga",FALSE,121.311,17.3441,"Papunesia","Asia","not endangered","Austronesian","brainard_theme_1998"
"lowe1415","dni","Lower Grand Valley Dani",FALSE,138.992,-4.25684,"Papunesia","Asia","not endangered","Nuclear Trans New Guinea","bromley_grammar_1981"
"lowe1425","taa","Lower Tanana",FALSE,-149.451,64.8834,"North America","Americas","nearly extinct","Athabaskan-Eyak-Tlingit","urschel_janna_lower_2006"
"lowe1427","cea","Lower Chehalis",FALSE,-124.004,46.7736,"North America","Americas","extinct","Salishan","robertson_dave_lwams_2014"
"lowe1444",NA,"Lower Richmond",FALSE,153.48612,-28.937029,NA,NA,NA,"Pama-Nyungan","holmer_notes_1971"
"lowl1260","clo","Lowland Oaxaca Chontal",FALSE,-95.6876,15.9497,"North America","Americas","moribund","Tequistlatecan","oconnor_motion_2007"
"lowl1265","tac","Lowland Tarahumara",FALSE,-107.854,27.4623,"North America","Americas","threatened","Uto-Aztecan","valdez_jara_yolanda_predication_2013"
"lozi1239","loz","Lozi",FALSE,24.7398,-17.7052,"Africa","Africa","not endangered","Atlantic-Congo","fortune_outline_2001"
"luan1263","lex","Luang",FALSE,127.944,-8.18378,"Papunesia","Asia","threatened","Austronesian","taber_kathleen_b_luang_2015"
"luba1249","lua","Luba-Lulua",FALSE,22.4422,-5.72717,"Africa","Africa","not endangered","Atlantic-Congo","morrison_william_mccutchan_grammar_1906"
"luba1250","lub","Luba-Katanga",FALSE,25.8918,-8.2816,"Africa","Africa","not endangered","Atlantic-Congo","beckett_herbert_w_hand_1951"
"lubu1243","knb","Lubuagan Kalinga",FALSE,121.0365,17.3879,"Papunesia","Asia","not endangered","Austronesian","gieser_c_richard_grammatical_1963"
"luch1239","lch","Luchazi",FALSE,22.2437,-14.0648,"Africa","Africa","not endangered","Atlantic-Congo","fleisch_lucazi_2000"
"lugb1240","lgg","Lugbara",FALSE,30.8642,3.02245,"Africa","Africa","not endangered","Central Sudanic","weber_heather_leona_syntactic_1994"
"lugu1238","ruf","Luguru",FALSE,37.5557,-6.86828,"Africa","Africa","not endangered","Atlantic-Congo","mkude_daniel_j_study_1974"
"luis1253","lui","Luiseno",FALSE,-116.939,33.3184,"North America","Americas","extinct","Uto-Aztecan","steele_agreement_1990"
"lumu1239","lmd","Lumun",FALSE,30.253,10.8308,"Africa","Africa","threatened","Narrow Talodi","smits_heleen_grammar_2017"
"luna1244","luj","Luna",FALSE,23.5426,-5.08693,"Africa","Africa","not endangered","Atlantic-Congo","westcott_william_h_concise_nodate"
"lund1266","lun","Lunda",FALSE,23.8662,-11.1793,"Africa","Africa","not endangered","Atlantic-Congo","kawasha_boniface_kaumba_lunda_2003"
"lund1271","lnd","Lundayeh",TRUE,115.5,4.25064,"Papunesia","Asia","not endangered","Austronesian",NA
"luok1236","luo","Luo (Kenya and Tanzania)",FALSE,34.4896,-0.93296,"Africa","Africa","not endangered","Nilotic","onyoyo_peter_onyango_dholuo_2012"
"luri1256","ldd","Luri",TRUE,9.59745,10.059,"Africa","Africa","nearly extinct","Afro-Asiatic",NA
"lush1249","lus","Mizo",TRUE,92.6247,22.6138,"Eurasia","Asia","threatened","Sino-Tibetan",NA
"lush1252","lut","Northern Lushootseed",TRUE,-122.529,48.42,"North America","Americas","nearly extinct","Salishan","hess_snohomish_1967"
"lusi1240","khl","Lusi",FALSE,149.148,-5.55033,"Papunesia","Pacific","not endangered","Austronesian","counts_grammar_1969"
"luuu1242","khb","Lü",TRUE,101.282,21.0321,"Eurasia","Asia","not endangered","Tai-Kadai",NA
"luva1239","lue","Luvale",FALSE,22.2924,-13.5382,"Africa","Africa","not endangered","Atlantic-Congo","horton_a_e_grammar_1949"
"luwo1239","lwo","Luwo",FALSE,28.1378,7.35089,"Africa","Africa","not endangered","Nilotic","storch_grammar_2014"
"luxe1241","ltz","Luxembourgish",FALSE,6.14931,49.6839,"Eurasia","Europe","threatened","Indo-European","russ_charles_v_j_letzebuergesch_1996"
"luya1241","lyn","Luyi",FALSE,22.67,-15.01,"Africa","Africa","not endangered","Atlantic-Congo","givon_talmy_si-luyana_1970"
"lyci1241","xlc","Lycian",FALSE,29.764,36.517,"Eurasia",NA,"extinct","Indo-European","melchert_craig_h_lycian_2008"
"lydi1241","xld","Lydian",FALSE,28.599,40.287,"Eurasia",NA,"extinct","Indo-European",NA
"lyng1241","lyg","Lyngngam",TRUE,91.05,25.35,"Eurasia","Asia","not endangered","Austroasiatic",NA
"maan1238","mhy","Ma'anyan",TRUE,115.092,-2.1239,"Papunesia","Asia","threatened","Austronesian","gudai_grammar_1985"
"maas1239","ffm","Maasina Fulfulde",FALSE,-3.64763,11.1324,"Africa","Africa","not endangered","Atlantic-Congo","breedveld_form_1995"
"maay1238","ymm","Maay",FALSE,43.6182,3.22288,"Africa","Africa","not endangered","Afro-Asiatic","paster_aspects_2006"
"maba1270","mmz","Mabaale",FALSE,20.8759,2.11942,"Africa","Africa","not endangered","Atlantic-Congo","tanghe_j_mabale_1929"
"maca1262","mzs","Macanese",FALSE,114.12,22.4181,"Eurasia","Asia","nearly extinct","Indo-European","arana-ward_marie_synchronic_1977"
"mace1250","mkd","Macedonian",FALSE,21.7932,41.5957,"Eurasia","Europe","not endangered","Indo-European","kramer_macedonian_2011"
"mach1265","mvw","Machinga",FALSE,39.4268,-9.37101,"Africa","Africa","not endangered","Atlantic-Congo","steere_edward_collections_1876"
"mach1266","jmc","Machame",FALSE,37.0703,-3.29385,"Africa","Africa","not endangered","Atlantic-Congo","rugemalira_josephat_m_grammatical_2012"
"maco1239","wpc","Maco",TRUE,-66.5813,4.5621,"South America","Americas","threatened","Jodi-Saliban","roses_labrada_mako_2015"
"macu1259","mbc","Macushi",FALSE,-60.2209,4.31861,"South America","Americas","shifting","Cariban","abbott_miriam_macushi_1991"
"mada1282","mda","Mada (Nigeria)",FALSE,8.34119,9.02294,"Africa","Africa","not endangered","Atlantic-Congo","blench_roger_dictionary_2019"
"mada1285","mmx","Madak",FALSE,151.967,-3.34342,"Papunesia","Pacific","threatened","Austronesian","lee_robert_madak_2005"
"madi1260","mhi","Ma'di",FALSE,31.8471,3.62499,"Africa","Africa","not endangered","Central Sudanic","blackings_grammar_2003"
"madn1237","zml","Madngele",FALSE,130.6,-13.9479,"Australia","Pacific","nearly extinct","Eastern Daly","zandvoort_frank_b_grammar_1999"
"maee1241","mme","Tirax",FALSE,167.288,-15.9914,"Papunesia","Pacific","shifting","Austronesian","brotchie_amanda_tirax_2009"
"mafe1237","mkv","Mafea",FALSE,167.241,-15.4316,"Papunesia","Pacific","nearly extinct","Austronesian","guerin_grammar_2011"
"maga1260","mag","Magahi",TRUE,85.3335,25.0915,"Eurasia","Asia","not endangered","Indo-European","kumar_plurality_2018"
"maga1263","sgb","Mag-Anchi Ayta",FALSE,120.459,15.1954,"Papunesia","Asia","not endangered","Austronesian","kitano_hiroaki_overview_2003"
"magu1243","mdh","Maguindanao",FALSE,124.509,6.9453,"Papunesia","Asia","not endangered","Austronesian","juanmarti_jacinto_grammar_1906"
"maha1287","bfz","Mahasu Pahari",FALSE,77.5317,31.0088,"Eurasia","Asia","not endangered","Indo-European","driem_george_van_grammatical_1997"
"maha1305","pmh","Maharastri Prakrit",FALSE,NA,NA,"Eurasia",NA,"extinct","Indo-European","sircar_dines_chandra_grammar_1943"
"maia1254","sks","Maia",FALSE,145.096,-4.50212,"Papunesia","Pacific","threatened","Nuclear Trans New Guinea","hardin_barbara_maia_2002"
"maib1239","ayz","Maybrat-Karon",TRUE,132.591,-1.3679,"Papunesia","Asia","not endangered",NA,"dol_grammar_2007"
"mail1248","mgu","Mailu",FALSE,149.521,-10.3657,"Papunesia","Pacific","not endangered","Mailuan","thomson_n_p_magi_1975"
"main1267","vmf","Mainfränkisch",FALSE,8.621,50.005,"Eurasia","Europe","threatened","Indo-European","russ_dialects_1990"
"maip1246",NA,"Maipure",TRUE,-67.5,4.8,"South America",NA,"extinct","Arawakan","zamponi_maipure_2003"
"mais1250","mbq","Maisin",FALSE,148.731,-9.22853,"Papunesia","Pacific","not endangered","Austronesian","frampton_joanna_m_maisin_2014"
"mait1250","mai","Maithili",TRUE,86.2211,26.3817,"Eurasia","Asia","not endangered","Indo-European",NA
"maja1242","mpe","Majang",FALSE,35.0228,7.6843,"Africa","Africa","not endangered","Surmic","joswig_andreas_majang_2019"
"majh1253","mjz","Majhi",TRUE,80.3788,29.4559,"Eurasia","Asia","shifting","Indo-European","dhakal_grammar_2014"
"maka1304","mcp","Makaa",FALSE,13.0789,4.15471,"Africa","Africa","not endangered","Atlantic-Congo","heath_teresa_makaa_2003"
"maka1305","mfp","Makassar Malay",TRUE,119.408,-5.16108,"Papunesia","Asia","extinct","Austronesian",NA
"maka1311","mak","Makasar",TRUE,119.838,-5.65551,"Papunesia","Asia","threatened","Austronesian",NA
"maka1316","mkz","Makasae-Makalero",TRUE,126.507,-8.65843,"Papunesia","Asia","not endangered","Timor-Alor-Pantar",NA
