Glottocode,ISO,Language_name,CLF,Longitude,Latitude,Area,Continent,Status,Family,Citation
mape1249,mlh,Mape,FALSE,147.682,-6.59318,Papunesia,Pacific,shifting,Nuclear Trans New Guinea,NA
mapo1242,bzh,Mapos Buang,FALSE,146.774,-6.86672,Papunesia,Pacific,not endangered,Austronesian,NA
mapu1245,arn,Mapudungun,TRUE,-71.277,-38.7392,South America,Americas,shifting,Araucanian,Smeets 1989
maqu1238,mch,Maquiritari,FALSE,-64.3877,4.70705,South America,Americas,shifting,Cariban,NA
mara1373,vmh,Maraghei,FALSE,49.9665,36.8259,Eurasia,Asia,shifting,Indo-European,Stilo 2018
mara1378,mar,Marathi,TRUE,76.6665,17.9344,Eurasia,Asia,not endangered,Indo-European,Pandharipande 1997
mara1379,nma,Maram Naga,TRUE,94.2205,25.4378,Eurasia,Asia,threatened,Sino-Tibetan,Singh 1984
mara1382,mrh,Mara Chin,FALSE,93.0387,22.1138,Eurasia,Asia,threatened,Sino-Tibetan,NA
mara1385,mec,Marra,FALSE,134.865,-14.7927,Australia,Pacific,nearly extinct,Mangarrayi-Maran,Heath 1981
mara1386,zmr,Maranunggu,FALSE,130.12,-13.6754,Australia,Pacific,nearly extinct,Western Daly,Tryon 1970
mara1399,mrs,Maragus,FALSE,167.33,-16.0695,Papunesia,Pacific,nearly extinct,Austronesian,NA
mara1404,mrw,Maranao,FALSE,124.175,7.79414,Papunesia,Asia,not endangered,Austronesian,NA
marg1265,mrt,Marghi Central,FALSE,13.0521,10.93854,Africa,Africa,not endangered,Afro-Asiatic,NA
mari1414,mrr,Maria (India),FALSE,79.9144,19.7875,Eurasia,Asia,not endangered,Dravidian,NA
mari1416,nng,Maring Naga,TRUE,94.0723,24.2854,Eurasia,Asia,shifting,Sino-Tibetan,Ningomba 1978
mari1424,mfr,Marithiel,FALSE,130.237,-13.8818,Australia,Pacific,nearly extinct,Western Daly,Green 1989
mari1428,dad,Marik,FALSE,145.59,-5.349,Papunesia,Pacific,not endangered,Austronesian,NA
mari1435,mbw,Maring,FALSE,144.642,-5.44015,Papunesia,Pacific,threatened,Nuclear Trans New Guinea,Woodward 1973
mari1440,mrc,Maricopa,FALSE,-111.749,33.5123,North America,Americas,moribund,Cochimi-Yuman,Gordon 1986
mark1255,enb,Markweeta,FALSE,35.5866,1.15018,Africa,Africa,shifting,Nilotic,NA
mars1254,mah,Marshallese,FALSE,167.73,8.72,Papunesia,Pacific,not endangered,Austronesian,Zewen 1977
mart1255,vma,Martuthunira,TRUE,116.607,-20.9294,Australia,Pacific,nearly extinct,Pama-Nyungan,Dench 1995
mart1256,mpj,Martu Wangka,FALSE,121.954,-24.3194,Australia,Pacific,shifting,Pama-Nyungan,NA
maru1249,mhx,Maru,TRUE,99.8338,24.942535,Eurasia,Asia,not endangered,Sino-Tibetan,Jones 1970
marw1260,rwr,Marwari (India),FALSE,75.0656,27.002,Eurasia,Asia,not endangered,Indo-European,Mukherjee 2011
masa1299,myx,Masaaba,FALSE,34.2829,1.05906,Africa,Africa,not endangered,Atlantic-Congo,NA
masa1300,mas,Masai,FALSE,36.4573,-3.1419,Africa,Africa,extinct,Nilotic,NA
masb1238,msb,Masbatenyo,FALSE,123.63579,12.21453,Papunesia,Asia,not endangered,Austronesian,NA
mask1242,klv,Maskelynes,FALSE,167.818,-16.5073,Papunesia,Pacific,not endangered,Austronesian,NA
matb1237,xmt,Matbat,TRUE,130.075,-1.8801,Papunesia,Asia,threatened,Austronesian,Remijsen 2010
mati1250,mbt,Matigsalug Manobo,FALSE,125.16,7.72124,Papunesia,Asia,not endangered,Austronesian,NA
mato1252,met,Mato,FALSE,146.859,-5.91639,Papunesia,Pacific,not endangered,Austronesian,NA
mats1244,mcf,Matsés,FALSE,-72.6281,-5.73914,South America,Americas,shifting,Pano-Tacanan,NA
matt1238,mvb,Mattole,FALSE,-122.863,40.4321,North America,Americas,extinct,Athabaskan-Eyak-Tlingit,Li 1930
matu1259,mgw,Matumbi,FALSE,39.0409,-8.53734,Africa,Africa,not endangered,Atlantic-Congo,Odden 1996
maun1240,mph,Mawng,FALSE,133.185,-11.8393,Australia,Pacific,threatened,Iwaidjan Proper,Singer 2006
mauw1238,mhl,Mauwake,FALSE,145.394,-4.52416,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
maxa1247,mbl,Maxakalí,FALSE,-40.7891,-16.9402,South America,Americas,shifting,Nuclear-Macro-Je,NA
mayo1261,mdm,Mayogo,FALSE,27.8282,2.79827,Africa,Africa,not endangered,Atlantic-Congo,NA
mayo1264,mfy,Mayo,FALSE,-108.981,26.4522,North America,Americas,threatened,Uto-Aztecan,Villanueva 2012
maza1291,mzn,Mazanderani,TRUE,52.3009,36.241,Eurasia,Asia,not endangered,Indo-European,Stilo 2018
mbab1239,vmb,Mbabaram,FALSE,143.438,-20.1389,Australia,Pacific,extinct,Pama-Nyungan,Dixon 1991
mbal1255,lnb,Mbalanhu,FALSE,16.617,-19.593,Africa,Africa,threatened,Atlantic-Congo,Fourie 1993
mbar1253,zmv,Rimanggudhinma,FALSE,143.789,-14.529,Australia,Pacific,nearly extinct,Pama-Nyungan,Godman 1993
mbay1241,myb,Mbay,FALSE,15.7328,8.23066,Africa,Africa,not endangered,Central Sudanic,NA
mbee1249,mfo,Mbe,FALSE,8.82998,6.57067,Africa,Africa,not endangered,Atlantic-Congo,NA
mbos1242,mdw,Mbosi,FALSE,15.5322,-1.23019,Africa,Africa,not endangered,Atlantic-Congo,NA
mbre1244,mka,Mbre,FALSE,-5.72944,8.20929,Africa,Africa,shifting,Atlantic-Congo,Heath and Tioté 2019
mbug1242,mgz,Mbugwe,FALSE,35.8133,-3.75763,Africa,Africa,threatened,Atlantic-Congo,NA
mbuk1240,mhw,Mbukushu,FALSE,22.5026,-17.6827,Africa,Africa,not endangered,Atlantic-Congo,NA
mbuk1243,mqb,Mbuko,FALSE,14.1677,10.7788,Africa,Africa,not endangered,Afro-Asiatic,NA
mbuk1244,unknow,Mbuk,FALSE,NA,NA,NA,NA,NA,Atlantic-Congo,Tschonghongei 2018
mbul1263,mna,Mbula,FALSE,148.041,-5.66965,Papunesia,Pacific,not endangered,Austronesian,Bugenhagen 1995
meen1242,mym,Me'en,FALSE,35.6255,6.63207,Africa,Africa,shifting,Surmic,NA
mehe1243,nux,Mehek,FALSE,142.498,-3.70927,Papunesia,Pacific,shifting,Sepik,NA
mehr1241,gdq,Mehri,FALSE,51.1512,21.4268,Eurasia,Asia,not endangered,Afro-Asiatic,NA
meke1243,mek,Mekeo,FALSE,146.586,-8.23853,Papunesia,Pacific,not endangered,Austronesian,Jones 1998
mele1250,mxe,Mele-Fila,FALSE,168.275,-17.6841,Papunesia,Pacific,not endangered,Austronesian,NA
melo1242,mfx,Melo,FALSE,36.811,6.53916,Africa,Africa,threatened,Ta-Ne-Omotic,Tesfu 2003
melp1238,med,Melpa,FALSE,144.34,-5.62644,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,Berthold 2008
mend1266,men,Mende (Sierra Leone),FALSE,-10.9926,7.90935,Africa,Africa,not endangered,Mande,NA
mend1268,sim,Mende (Papua New Guinea),FALSE,142.683,-3.67233,Papunesia,Pacific,shifting,Sepik,NA
meno1252,mez,Menominee,TRUE,-88.6395,44.9794,North America,Americas,moribund,Algic,NA
meny1245,mcr,Menya,FALSE,146.071,-7.17425,Papunesia,Pacific,not endangered,Angan,NA
mere1242,lmb,Merei,FALSE,166.905,-15.2839,Papunesia,Pacific,shifting,Austronesian,Chung 2005
meri1244,ulk,Meriam,FALSE,143.773,-9.59575,Papunesia,Pacific,shifting,Eastern Trans-Fly,Piper 1989
meru1245,mer,Meru,FALSE,37.7396,0.26484,Africa,Africa,not endangered,Atlantic-Congo,NA
mesa1245,iyo,Mesaka,FALSE,9.8723,6.32679,Africa,Africa,not endangered,Atlantic-Congo,Cassetta and Cassetta 1994
mesc1238,apm,Mescalero-Chiricahua Apache,FALSE,-105.566,33.1291,North America,Americas,shifting,Athabaskan-Eyak-Tlingit,Hoijer 1946
mesk1242,sac,Meskwaki,FALSE,-94,40,North America,Americas,moribund,Algic,Dahlstrom no date
meso1252,acm,Gilit Mesopotamian Arabic,FALSE,43.1095,33.8178,Eurasia,Asia,not endangered,Afro-Asiatic,Ingham 2006
mesq1240,mvz,Mesqan,FALSE,38.3386,8.10617,Africa,Africa,not endangered,Afro-Asiatic,NA
meta1238,mgo,Meta',FALSE,9.87416,5.88942,Africa,Africa,not endangered,Atlantic-Congo,NA
mewa1249,mtr,Mewari,FALSE,73.68,24.57,Eurasia,Asia,not endangered,Indo-European,NA
mewa1250,wtm,Mewati,TRUE,76.947,27.736,Eurasia,Asia,not endangered,Indo-European,Srivastava 2011
meya1236,mej,Meyah,TRUE,133.618,-1.18016,Papunesia,Asia,not endangered,East Bird's Head,Gravelle 2004
mezq1235,ote,Mezquital Otomi,FALSE,-99.5564,20.2274,North America,Americas,not endangered,Otomanguean,Vollmann 2012
miam1252,mia,Miami,FALSE,-90,40,North America,Americas,extinct,Algic,Costa 2003
mian1256,mpt,Mian,FALSE,141.523,-4.70881,Papunesia,Pacific,shifting,Nuclear Trans New Guinea,Fedden 2011
mich1243,crg,Michif,FALSE,-99.9119,49.1681,North America,Americas,nearly extinct,Mixed Language,Bakker 2013
mich1245,ncl,Michoacán Nahuatl,FALSE,-103.361,18.3412,North America,Americas,threatened,Uto-Aztecan,Sischo 1979
midd1317,enm,Middle English,FALSE,NA,NA,Eurasia,NA,extinct,Indo-European,Mustanoja 2016 [1960]
midd1343,gmh,Middle High German,FALSE,NA,NA,Eurasia,NA,extinct,Indo-European,Asher 1975
midd1344,ltc,Middle Chinese,FALSE,108.9,34.27,Eurasia,NA,extinct,Sino-Tibetan,"Pulleyblank 1970, 1971"
midd1350,unknow,Middle Indo-Aryan,FALSE,NA,NA,Eurasia,NA,extinct,Indo-European,Bubenik 2004
midd1351,xng,Middle Mongol,FALSE,NA,NA,Eurasia,NA,extinct,Mongolic,Janhunen 2003
midd1357,bdy,Middle Clarence Bandjalang,FALSE,152.780249,-29.042737,NA,Pacific,NA,Pama-Nyungan,NA
mido1240,mei,Midob,FALSE,27.2236,14.789,Africa,Africa,not endangered,Nubian,NA
miga1241,mpp,Migabac,FALSE,147.713,-6.33237,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
miju1243,mxj,Kman,TRUE,97.0444,28.4732,Eurasia,Asia,shifting,Sino-Tibetan,NA
mika1239,mik,Mikasuki,FALSE,-80.90847,26.08142,North America,Americas,shifting,Muskogean,Boynton 1982
mikm1235,mic,Mi'kmaq,FALSE,-65.5766,45.9941,North America,Americas,shifting,Algic,Inglis 2002
mila1245,unknow,Milang,TRUE,95.186127,28.5539908,Eurasia,NA,threatened,Sino-Tibetan,Modi 2017
mill1237,unknow,Millcayac,FALSE,-67.569581,-31.79729,South America,NA,extinct,Huarpean,Schuller 1913
milu1241,iml,Miluk,FALSE,-124.258,43.3215,North America,NA,extinct,Coosan,Doty 2012
mina1268,min,Minangkabau,TRUE,96.25,4.17,Papunesia,Asia,not endangered,Austronesian,NA
mina1276,hna,Mina (Cameroon),FALSE,13.84054,10.38053,Africa,Africa,not endangered,Afro-Asiatic,NA
minb1244,mnp,Min Bei Chinese,TRUE,118.32,27.05,Eurasia,Asia,not endangered,Sino-Tibetan,NA
mind1253,cdo,Min Dong Chinese,TRUE,119.5,26,Eurasia,Asia,not endangered,Sino-Tibetan,Li 2013
ming1252,xmf,Mingrelian,FALSE,41.8719,42.5129,Eurasia,Asia,shifting,Kartvelian,NA
mini1251,vmg,Minigir,FALSE,152.005,-4.31803,Papunesia,Pacific,not endangered,Austronesian,Van Der Mark 2007
minn1241,nan,Min Nan Chinese,TRUE,118.17,24.5,Eurasia,Asia,not endangered,Sino-Tibetan,NA
minz1235,czo,Min Zhong Chinese,TRUE,117.376,26.0686,Eurasia,Asia,not endangered,Sino-Tibetan,NA
mira1251,mwl,Mirandese,FALSE,-6.38371,41.5375,Eurasia,Europe,threatened,Indo-European,Terao 2010
miri1266,mep,Miriwung,FALSE,128.889,-16.3596,Australia,Pacific,nearly extinct,Jarrakan,NA
mish1244,mjs,Miship,FALSE,9.33752,9.20477,Africa,Africa,not endangered,Afro-Asiatic,NA
misi1242,mrg,Mising-Padam-Miri-Minyong,TRUE,94.69,27.418,Eurasia,Asia,not endangered,Sino-Tibetan,NA
misi1243,mpx,Misima-Paneati,FALSE,152.696,-10.6821,Papunesia,Pacific,not endangered,Austronesian,NA
misk1235,miq,Mískito,FALSE,-84.2942,15.1576,North America,Americas,not endangered,Misumalpan,NA
mitl1236,zaw,Mitla Zapotec,FALSE,-96.29434,16.86849,North America,Americas,not endangered,Otomanguean,Briggs 1961
mixt1426,zpm,Mixtepec Zapotec,TRUE,-96.2372,16.1724,North America,Americas,shifting,Otomanguean,"Hunn, Baron, Reeck, Pérez and Cruz no date"
miya1259,mvi,Miyako,TRUE,125.363,24.7564,Eurasia,Asia,moribund,Japonic,Shimoji 2008
miya1266,mkf,Miya,FALSE,9.71505,10.9234,Africa,Africa,not endangered,Afro-Asiatic,NA
mlab1235,mra,Mlabri,TRUE,101.163,18.5533,Eurasia,Asia,shifting,Austroasiatic,Rischel 1995
mlah1239,lhs,Mlahsö,FALSE,41.2209,37.0311,Eurasia,Asia,extinct,Afro-Asiatic,Jastrow 2011
mmen1238,bfm,Mmen,FALSE,10.2541,6.43213,Africa,Africa,shifting,Atlantic-Congo,Bangha 2003
moch1257,mhc,Mocho,FALSE,-92.1734,15.4538,North America,Americas,nearly extinct,Mayan,Palosaari 2011
moch1259,omc,Mochica,TRUE,-79,-8.01667,South America,NA,extinct,NA,Hovdhaugen 2004
moco1246,moc,Mocoví,FALSE,-60.4145,-28.097,South America,Americas,shifting,Guaicuruan,Grondona 1998
mode1248,ell,Modern Greek,FALSE,24.8699,42.3224,Eurasia,Europe,moribund,Indo-European,NA
mogh1245,mhj,Mogholi,FALSE,62.2802,34.2504,Eurasia,Asia,extinct,Mongolic,NA
moha1256,mov,Mohave,FALSE,-114.599,34.8866,North America,Americas,nearly extinct,Cochimi-Yuman,Munro 1974
moha1258,moh,Mohawk,FALSE,-74.66836,43.72,North America,Americas,shifting,Iroquoian,Deering and Delisle 1976
mohe1244,mof,Mohegan-Montauk-Narragansett,FALSE,-72.1701,41.8581,North America,Americas,extinct,Algic,O'Brien 2009
moii1235,mxn,Moi (Indonesia),FALSE,131.52,-0.96532,Papunesia,Asia,threatened,West Bird's Head,Menick 1995
moke1242,mwt,Moken,TRUE,98.6765,10.1474,Eurasia,Asia,shifting,Austronesian,NA
moki1238,mkj,Mokilese,TRUE,159.776,6.65651,Papunesia,Pacific,shifting,Austronesian,NA
mokl1243,mkm,Moklen,TRUE,98.3176,8.16761,Eurasia,Asia,shifting,Austronesian,NA
mokp1239,bri,Mokpwe,FALSE,9.23887,4.24178,Africa,Africa,threatened,Atlantic-Congo,Atindogbe 2013
mola1238,mbe,Molale,FALSE,-122.857,44.556,North America,Americas,extinct,NA,Pharris 2006
molo1266,mlw,Moloko,FALSE,14.2521,10.7933,Africa,Africa,moribund,Afro-Asiatic,NA
momb1254,dmb,Mombo Dogon,FALSE,-3.664799,14.376155,Africa,NA,threatened,Dogon,Prokhorov 2012
mong1330,bxm,Mongolia Buriat,FALSE,109.005,48.7686,Eurasia,Asia,threatened,Mongolic,Skribnik 2003
mong1338,lol,Mongo,FALSE,20.4259,-1.54228,Africa,Africa,not endangered,Atlantic-Congo,NA
moni1261,mnz,Moni,FALSE,136.886,-3.72962,Papunesia,Asia,not endangered,Nuclear Trans New Guinea,Larson and Larson 1958
monn1252,mnw,Mon,TRUE,98.122465,15.49394,Eurasia,Asia,threatened,Austroasiatic,Bauer 1982
mono1270,mnh,Mono (Democratic Republic of Congo),FALSE,19.8264,4.57915,Africa,Africa,threatened,Atlantic-Congo,Olson 2001
mono1273,mte,Mono-Alu,FALSE,155.76,-7.05102,Papunesia,Pacific,shifting,Austronesian,NA
mono1275,mnr,Mono (USA),FALSE,-119.347,37.1935,North America,Americas,nearly extinct,Uto-Aztecan,Loether 1991
mont1268,moe,Montagnais,FALSE,-68.7376,49.0533,North America,Americas,threatened,Algic,Oxford 2007
moos1236,crm,Moose Cree,FALSE,-80.6912,51.0686,North America,Americas,threatened,Algic,Horden 1881
more1259,nhm,Morelos Nahuatl,FALSE,-99.1322,18.9161,North America,Americas,not endangered,Uto-Aztecan,Whorf 1946
mori1268,xmz,Mori Bawah,TRUE,121.37,-2.56016,Papunesia,Asia,threatened,Austronesian,NA
mori1269,mzq,Mori Atas,FALSE,121.035,-2.2555,Papunesia,Asia,threatened,Austronesian,Barsel 1994
mori1278,mfe,Morisyen,FALSE,57.5517,-20.2613,Africa,Africa,not endangered,Indo-European,Choy 2013
morm1235,mhz,Mor (Mor Islands),FALSE,135.95,-2.87055,Papunesia,Asia,shifting,Austronesian,NA
moro1285,mor,Moro,FALSE,30.2138,10.9194,Africa,Africa,threatened,Heibanic,Black and Black 1971
moro1289,mok,Marori,FALSE,140.688,-8.5692,Papunesia,Asia,shifting,NA,Arka 2012
moro1292,ary,Moroccan Arabic,FALSE,-7.5,32.5,Africa,Africa,not endangered,Afro-Asiatic,Turner 2019
mort1237,mrl,Mortlockese,TRUE,153.710778,5.50735,Papunesia,Pacific,shifting,Austronesian,Odango 2015
mose1249,cas,Mosetén-Chimané,FALSE,-67.83756,-14.64448,South America,Americas,threatened,NA,NA
mosi1247,mwy,Akie,FALSE,37.1869,-5.43471,Africa,Africa,extinct,Nilotic,"Heine, König and Legère 2015"
mosk1236,mtj,Moskona,TRUE,133.145,-1.62201,Papunesia,Asia,not endangered,East Bird's Head,Gravelle 2010
moss1236,mos,Mossi,FALSE,-1.17278,10.4524,Africa,Africa,not endangered,Atlantic-Congo,NA
mota1237,mtt,Mota,TRUE,167.690924,-13.835361,Papunesia,Pacific,shifting,Austronesian,NA
motl1237,mlv,Mwotlap,FALSE,167.706277,-13.655015,Papunesia,Pacific,threatened,Austronesian,Crowley 2002
motu1246,meu,Motu,FALSE,147.424,-9.67492,Papunesia,Pacific,not endangered,Austronesian,NA
moun1252,kpx,Mountain Koiali,FALSE,147.384,-9.06973,Papunesia,Pacific,not endangered,Koiarian,Garland 1980
movi1243,mzp,Movima,TRUE,-65.6348,-13.8115,South America,Americas,shifting,NA,Grinevald 2002
moyo1238,nmo,Moyon,FALSE,94.3421,24.4793,Eurasia,Asia,shifting,Sino-Tibetan,Devi 2010
mpad1242,mpi,Mpade,FALSE,14.5833,12.4609,Africa,Africa,threatened,Afro-Asiatic,NA
mpie1238,mcx,Mpiemo,FALSE,15.5246,3.45776,Africa,Africa,not endangered,Atlantic-Congo,NA
mpii1239,mpz,Mpi,FALSE,100.21,18.1717,Eurasia,Asia,shifting,Sino-Tibetan,NA
mpon1254,mgg,Mpongmpong,FALSE,14.866,3.14015,Africa,Africa,not endangered,Atlantic-Congo,NA
mpot1240,mpa,Mpoto,FALSE,34.7127,-11.1377,Africa,Africa,not endangered,Atlantic-Congo,Botne 2019
mpur1239,akc,Mpur,FALSE,133.166,-0.7489,Papunesia,Asia,shifting,NA,NA
mroc1235,cmr,Mro Chin,TRUE,93.995,19.71,Eurasia,Asia,threatened,Sino-Tibetan,Shafer 1943
mruu1242,mro,Mru,FALSE,90.6317,24.154,Eurasia,Asia,threatened,Sino-Tibetan,Ebersole 1996
mual1241,mtd,Mualang,TRUE,111.077,0.31083,Papunesia,Asia,not endangered,Austronesian,Tjia 2007
mudh1235,gau,Mudhili Gadaba,FALSE,83.378,18.276,Eurasia,Asia,shifting,Dravidian,NA
mudu1239,udg,Muduga,FALSE,NA,NA,Eurasia,Asia,not endangered,Dravidian,Rajendran 1986
mudu1242,wiv,Muduapa,FALSE,149.489,-4.69751,Papunesia,Pacific,not endangered,Austronesian,van den Berg and Bachet 2006
mufi1238,aoj,Mufian,FALSE,142.955,-3.57932,Papunesia,Pacific,threatened,Nuclear Torricelli,"Conrad, Lukas and Alungum 1978"
mukl1234,unknow,Muklom,TRUE,NA,NA,NA,NA,NA,Sino-Tibetan,Ngemu 1977
mula1253,mlm,Mulam,TRUE,108.928,24.8151,Eurasia,Asia,shifting,Tai-Kadai,NA
mull1237,mpb,Mullukmulluk,FALSE,130.615,-13.2973,Australia,Pacific,nearly extinct,Northern Daly,Birk 1976
muna1247,mnb,Muna,TRUE,122.541,-5.40419,Papunesia,Asia,threatened,Austronesian,van den Berg 1989
munc1235,mwq,Mün Chin,FALSE,94.3929,20.289,Eurasia,Asia,not endangered,Sino-Tibetan,NA
mund1320,unr,Mundari,FALSE,87.1792,25.0391,Eurasia,Asia,not endangered,Austroasiatic,NA
mund1328,boe,Mundabli,FALSE,10.2704,6.59969,Africa,Africa,shifting,Atlantic-Congo,NA
mund1330,myu,Mundurukú,TRUE,-57.691,-8.41095,South America,Americas,shifting,Tupian,NA
mung1266,mhk,Mungaka,TRUE,10.0294,5.89752,Africa,Africa,not endangered,Atlantic-Congo,Kießling 2016
muns1251,umu,Munsee,TRUE,-81.9166,42.5968,North America,Americas,nearly extinct,Algic,O'Meara 1990
muon1246,mtq,Muong,FALSE,105.186,20.7374,Eurasia,Asia,not endangered,Austroasiatic,NA
murl1244,mur,Murle,FALSE,33.988,6.69756,Africa,Africa,threatened,Surmic,NA
murr1258,mwf,Murriny Patha,FALSE,129.70152,-14.74852,Australia,Pacific,shifting,Southern Daly,Walsh 1976
murs1242,muz,Mursi,FALSE,36.0971,5.69801,Africa,Africa,shifting,Surmic,NA
muru1266,zmu,Muruwari,FALSE,146.546,-28.9618,Australia,Pacific,nearly extinct,Pama-Nyungan,Oates 1988
muru1274,huu,Murui Huitoto,FALSE,-73.8331,-1.13669,South America,Americas,shifting,Huitotoan,Wojtylak 2017
musg1254,mug,Musgu,FALSE,15.1065,10.8439,Africa,Africa,not endangered,Afro-Asiatic,NA
musl1236,ttt,Muslim Tat,TRUE,46.645589,41.425062,Eurasia,Asia,moribund,Indo-European,NA
muso1238,msu,Musom,FALSE,146.93,-6.53817,Papunesia,Pacific,shifting,Austronesian,Holzknecht 1997
muss1246,emi,Mussau-Emira,FALSE,149.624,-1.44105,Papunesia,Pacific,shifting,Austronesian,Brownie and Brownie 2007
muth1236,muv,Muthuvan,FALSE,76.7328,10.3524,Eurasia,Asia,not endangered,Dravidian,Sakthivel 1978
muya1239,mvm,Muya,TRUE,102.205,29.8226,Eurasia,Asia,threatened,Sino-Tibetan,NA
muya1243,muy,Muyang,FALSE,14.21246,10.86047,Africa,Africa,not endangered,Afro-Asiatic,NA
muyu1244,myw,Muyuw,FALSE,152.731,-9.195,Papunesia,Pacific,not endangered,Austronesian,Lithgow 1969
mwag1236,sur,Mwaghavul,FALSE,8.96522,9.47205,Africa,Africa,not endangered,Afro-Asiatic,NA
mwan1247,wmw,Mwani,FALSE,40.4601,-12.5821,Africa,Africa,not endangered,Atlantic-Congo,NA
mwan1250,moa,Mwan,FALSE,-5.94577,7.87533,Africa,Africa,not endangered,Mande,NA
mwer1248,mwe,Mwera (Chimwera),FALSE,38.8762,-9.75639,Africa,Africa,not endangered,Atlantic-Congo,Harries 1950
myce1241,gmy,Mycenaean Greek,TRUE,NA,NA,Eurasia,NA,extinct,Indo-European,Ventris and Chadwick 1973
myen1241,mye,Myene,FALSE,9.50247,-1.48741,Africa,Africa,not endangered,Atlantic-Congo,NA
naaa1245,nbt,Na,TRUE,93.248908,28.431524,Eurasia,Asia,shifting,Sino-Tibetan,Kumar et al. no date
naas1242,nas,Naasioi,FALSE,155.632,-6.46022,Papunesia,Pacific,not endangered,South Bougainville,NA
naba1256,naf,Nabak,FALSE,146.966,-6.42709,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
naga1394,nag,Naga Pidgin,TRUE,93.4438,25.2508,Eurasia,Asia,not endangered,Indo-European,Baishya 2004
naii1241,bio,Nai,FALSE,141.273,-3.73034,Papunesia,Pacific,shifting,Kwomtari-Nai,NA
najd1235,ars,Najdi Arabic,FALSE,42.1773,30.3371,Eurasia,Asia,not endangered,Afro-Asiatic,Ingham 1994
naka1260,nck,Nakara,FALSE,134.32729,-12.07653,Australia,Pacific,moribund,Maningrida,Eather 2011
naka1262,nak,Nakanai,FALSE,150.888,-5.59931,Papunesia,Pacific,not endangered,Austronesian,NA
naki1238,mff,Naki,FALSE,10.2378,6.62784,Africa,Africa,shifting,Atlantic-Congo,NA
nalc1240,nlc,Nalca,FALSE,139.883,-4.26068,Papunesia,Asia,not endangered,Nuclear Trans New Guinea,Svärd 2013
nali1244,nal,Nalik,TRUE,151.332,-2.94411,Papunesia,Pacific,not endangered,Austronesian,Volker 1998
nama1264,naq,Nama (Namibia),FALSE,17.9767,-25.0747,Africa,Africa,threatened,Khoe-Kwadi,NA
nama1268,nmk,Namakura,FALSE,168.569,-16.8979,Papunesia,Pacific,not endangered,Austronesian,NA
nami1256,nnm,Namia,FALSE,141.788,-3.85538,Papunesia,Pacific,threatened,Sepik,NA
namu1246,nmy,Namuyi,TRUE,101.898,28.5909,Eurasia,Asia,shifting,Sino-Tibetan,NA
nana1257,gld,Nanai,FALSE,134.797,48.4343,Eurasia,Asia,shifting,Tungusic,NA
nand1264,nnb,Nande,FALSE,29.0243,-0.24904,Africa,Africa,not endangered,Atlantic-Congo,NA
nand1266,niq,Nandi,FALSE,35.408478,0.793737,Africa,Africa,not endangered,Nilotic,Creider and Creider 1989
nang1259,nam,Nangikurrunggurr,FALSE,131.237,-14.268,Australia,Pacific,shifting,Southern Daly,Hoddinott and Kofod 1988
nang1261,nzz,Nanga,TRUE,-3.02,14.49,Africa,NA,shifting,Dogon,Heath 2016
nang1262,ngr,Nanggu,FALSE,165.887,-10.7441,Papunesia,Pacific,moribund,Austronesian,Vaa 2013
nank1250,nnk,Nankina,TRUE,146.464,-5.80804,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,Spaulding and Spaulding 1994
nant1250,cox,Nanti,FALSE,-72.3507,-12.1018,South America,Americas,threatened,Arawakan,Michael 2001
napu1241,npy,Napu,TRUE,120.338,-1.43707,Papunesia,Asia,shifting,Austronesian,NA
nara1262,nrb,Nara,FALSE,37.499,15.3251,Africa,Africa,not endangered,NA,NA
nari1240,loh,Narim,FALSE,33.3312,4.80331,Africa,Africa,shifting,Surmic,NA
naro1249,nhr,Naro,FALSE,20.7458,-22.0939,Africa,Africa,threatened,Khoe-Kwadi,NA
naro1251,nrm,Narom,TRUE,114.011,4.42115,Papunesia,Asia,threatened,Austronesian,NA
narp1239,npa,Nar Phu,FALSE,84.22852,28.76714,Eurasia,Asia,shifting,Sino-Tibetan,Noonan and Hildebrandt 2017
narr1259,nay,Narrinyeri,FALSE,140.158,-36.2301,Australia,Pacific,extinct,Pama-Nyungan,Bannister 2004
naru1238,nnr,Narungga,FALSE,137.535,-34.69,Australia,NA,moribund,Pama-Nyungan,Eira 2010
natc1249,ncz,Natchez,FALSE,-91.33,31.75,North America,Americas,extinct,NA,Kimball 2005
nati1244,unknow,Nati,FALSE,167.496054,-16.468709,Papunesia,NA,moribund,Austronesian,Crowley 1998
naue1237,nxa,Nauete,TRUE,126.741,-8.70733,Papunesia,Asia,shifting,Austronesian,Veloso 2016
