ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Continent
sech1246,Sechelt,,49.4757,-123.765,sech1246,sec,Americas
seda1262,Sedang,,14.7793,108.027,seda1262,sed,Asia
seim1238,Seimat,,-1.5297,145.074,seim1238,ssg,Pacific
seke1240,Seke (Nepal),,28.9251,83.8064,seke1240,skj,Asia
seke1241,Seke (Vanuatu),,-15.8839,168.197,seke1241,ske,Pacific
sekp1241,Sekpele,,7.16751,0.5886,sekp1241,lip,Africa
sela1259,Selaru,,-8.18376,130.961,sela1259,slu,Asia
sela1260,Selayar,,-6.10145,120.496,sela1260,sly,Asia
sele1249,Selee,,7.17462,0.42458,sele1249,snw,Africa
sele1250,Selepet,,-6.03532,147.234,sele1250,spl,Pacific
selk1253,Selkup,,59.9409,82.3004,selk1253,sel,Asia
sema1265,Semaq Beri,,4.1217,102.816,sema1265,szc,Asia
sema1266,Semai,,4.13257,101.477,sema1266,sea,Asia
sema1269,Onya Darat,,-0.75188,110.527,sema1269,sdm,Asia
seme1247,Semelai,,2.82799,102.806,seme1247,sza,Asia
semn1249,Semnani-Biyabuneki,,35.5295,53.2868,semn1249,smy,Asia
sena1268,Senaya,,35.7776,51.4363,sena1268,syn,Asia
sene1264,Seneca,,42.56,-77.53,sene1264,see,Americas
sent1260,Senthang Chin,,21.8936,93.8087,sent1260,sez,Asia
sera1259,Saraiki,,29.5534,71.906,sera1259,skr,Asia
sere1260,Sereer,,13.8941,-16.3916,sere1260,srr,Africa
seri1257,Seri,,28.9877,-112.384,seri1257,sei,Americas
sero1239,Seroa,,-33.0386,22.0021,sero1239,kqu,Africa
serr1255,Serrano,,33.9479,-116.772,serr1255,ser,Americas
seru1245,Serua,,-3.21229,128.966,seru1245,srw,Asia
seru1246,Serudung Murut,,4.39954,117.279,seru1246,srk,Asia
sese1246,Seselwa Creole French,,-4.62314,55.4503,sese1246,crs,Africa
seve1240,Severn Ojibwa,,53.9092,-89.9331,seve1240,ojs,Americas
sgaw1245,S'gaw Karen,,17.9872,97.7126,sgaw1245,ksw,Asia
shab1252,Shabo,,7.64407,35.223,shab1252,sbf,Africa
shah1254,Shahrudi,,36.7581,50.2074,shah1254,shm,Asia
sham1280,Shambala,,-4.8,38.29,sham1280,ksb,Africa
shan1277,Shan,,21.5995,98.0342,shan1277,shn,Asia
shas1239,Shasta,,41.7587,-122.738,shas1239,sht,Americas
shat1244,Shatt,,10.8525,29.7687,shat1244,shj,Africa
shaw1249,Shawnee,,35.354,-96.7635,shaw1249,sjw,Americas
shee1238,She,,23.0399,114.814,shee1238,shx,Asia
sheh1240,Jibbali,,17.29154,53.99526,sheh1240,shv,Asia
shek1243,Shekhawati,,27.34,75.407,shek1243,swv,Asia
shek1245,Sheko,,7.05022,35.2826,shek1245,she,Africa
sher1255,Solu-Khumbu Sherpa,,27.674,86.9994,sher1255,xsr,Asia
sher1257,Mey,,27.0035,92.5799,sher1257,sdp,Asia
sher1258,Sherbro,,7.77585,-12.7405,sher1258,bun,Africa
shih1239,Shihhi Arabic,,25.939,56.1711,shih1239,ssh,Asia
shii1238,Shi,,-2.55777,28.6122,shii1238,shr,Africa
shil1265,Shilluk,,9.85472,31.7926,shil1265,shk,Africa
shin1264,Shina,,34.6515,75.287,shin1264,scl,Asia
ship1254,Shipibo-Conibo,,-7.17105,-74.8219,ship1254,shp,Americas
shix1238,Shixing,,28.3895,100.4,shix1238,sxg,Asia
shol1240,Sholaga,,11.9458,77.2211,shol1240,sle,Asia
shon1251,Shona,,-17.20849,29.75725,shon1251,sna,Africa
shos1248,Shoshoni,,41,-116,shos1248,shh,Americas
shua1257,Shuar,,-3.45136,-78.1892,shua1257,jiv,Americas
shug1248,Shughni,,37.5018,71.7925,shug1248,sgh,Asia
shum1235,Shumashti,,34.4756,70.5696,shum1235,sts,Asia
shus1248,Shuswap,,50.8734,-119.667,shus1248,shs,Americas
shwe1236,Shwe Palaung,,23.6729,97.7972,shwe1236,pll,Asia
siam1242,Siamou,,10.998,-4.92143,siam1242,sif,Africa
sian1257,Siane,,-6.13188,145.247,sian1257,snp,Pacific
siar1238,Siar-Lak,,-4.62059,152.892,siar1238,sjr,Pacific
sich1238,Sichuan Yi,,28.1947,102.121,sich1238,iii,Asia
sici1248,Sicilian,,37.5735,14.0414,sici1248,scn,Europe
sici1249,Sìcìté Sénoufo,,11.1789,-5.28932,sici1249,sep,Africa
sida1246,Sidamo,,6.74176,38.3729,sida1246,sid,Africa
siee1239,Sie,,-18.8181,169.166,siee1239,erg,Pacific
sier1250,Sierra de Juárez Zapotec,,17.4219,-96.6191,sier1250,zaa,Americas
sika1261,Sikaiana,,-8.378194,162.72952,sika1261,sky,Pacific
sika1262,Sika,,-8.67302,122.38,sika1262,ski,Asia
sikk1242,Sikkimese,,27.85795,88.59153,sikk1242,sip,Asia
siks1238,Siksika,,49.0669,-113.109,siks1238,bla,Americas
sila1250,Silacayoapan Mixtec,,17.5541,-98.1163,sila1250,mks,Americas
sile1255,Sirva,,-4.98243,145.225,sile1255,sbq,Pacific
silt1240,Silt'e,,7.77004,38.1449,silt1240,stv,Africa
simb1256,Simbo,,-8.26947,156.541,simb1256,sbb,Pacific
sime1241,Simeulue,,2.50288,96.2757,sime1241,smr,Asia
simt1238,Simte,,24.5444,93.3265,simt1238,smt,Asia
sina1266,Sinaugoro,,-9.79791,147.861,sina1266,snc,Pacific
sina1271,Sinasina,,-6.08728,145.032,sina1271,sst,Pacific
sind1272,Sindhi,,26,69,sind1272,snd,Asia
sing1264,Northern Jinghpaw,,27.296,95.606,sing1264,sgp,Asia
sinh1246,Sinhala,,8,81,sinh1246,sin,Asia
sint1235,Sinte Romani,,47.5,16.5,sint1235,rmo,Europe
sion1247,Siona-Tetete,,0.31733,-76.0237,sion1247,snn,Americas
sioo1240,Sio,,-5.96037,147.353,sioo1240,xsi,Pacific
sipa1247,Sipacapense,,15.23054,-91.7041,sipa1247,qum,Americas
sira1267,Siraya,,22.9777,120.315,sira1267,fos,Asia
siri1273,Sirionó,,-15.5298,-63.9688,siri1273,srq,Americas
siro1249,Siroi,,-5.52893,145.994,siro1249,ssd,Pacific
sisi1250,Sisiqa,,-7,156.83,sisi1250,NA,NA
situ1238,Situ,,31.590536,102.660664,situ1238,NA,NA
sius1254,Siuslaw,,42.5111,-124.379,sius1254,sis,Americas
siwa1245,Siwai,,-6.6429,155.452,siwa1245,siw,Pacific
siwi1239,Siwi,,29.200415,25.519627,siwi1239,siz,Africa
siwu1238,Siwu,,7.23811,0.44362,siwu1238,akp,Africa
siyi1240,Sizang Chin,,23.8192,93.6884,siyi1240,csy,Asia
skol1241,Skolt Saami,,68.8326,29.7204,skol1241,sms,Europe
slov1268,Slovenian,,46.2543,14.7766,slov1268,slv,Europe
slov1269,Slovak,,48.545705,18.78479,slov1269,slk,Europe
sobe1238,Sobei,,-1.86998,138.75,sobe1238,sob,Asia
soca1235,So (Cameroon),,3.68257,12.525,soca1235,sox,Africa
soch1239,Sochiapam Chinantec,,17.7985,-96.6079,soch1239,cso,Americas
sode1235,So (Democratic Republic of Congo),,1.25037,23.6907,sode1235,soc,Africa
soga1242,Soga,,0.40456,33.3942,soga1242,xog,Africa
sogd1245,Sogdian,,NA,NA,sogd1245,sog,NA
soii1239,Soi,,31.8542,54.5964,soii1239,soj,Asia
soli1239,Soli,,-15.5213,28.7934,soli1239,sby,Africa
soma1255,Somali,,4.778704,45.152856,soma1255,som,Africa
song1299,Nsong,,-4.55057,18.4978,song1299,soo,Africa
sons1242,Sonsorol,,5.328596,132.221282,sons1242,sov,Pacific
sooo1254,Sô,,16.9081,105.001,sooo1254,sss,Asia
sooo1256,Soo,,2.58367,34.7595,sooo1256,teu,Africa
soqo1240,Soqotri,,12.4892,53.9168,soqo1240,sqt,Asia
sora1254,Sora,,19.1213,84.19,sora1254,srb,Asia
sork1239,Sorkhei,,35.45652,53.21897,sork1239,sqo,Asia
sout1528,Serbian-Croatian-Bosnian,,NA,NA,sout1528,hbs,NA
sout1549,Southeastern Kolami,,19.6908,78.5936,sout1549,nit,Asia
sout2642,Southern Balochi,,26,64,sout2642,bcc,Asia
sout2645,Fars Dialects,,29.746,52.267,sout2645,fay,Asia
sout2649,Southern Pashto,,37.17,68.25,sout2649,pbt,Asia
sout2672,Southeast Pashayi,,34.43099,70.30351,sout2672,psi,Asia
sout2694,Southern Altai,,50.1347,86.8705,sout2694,alt,Asia
sout2697,South Azerbaijani,,36.5137,48.4302,sout2697,azb,Asia
sout2699,Southern Uzbek,,36.6099,60.6907,sout2699,uzs,Asia
sout2715,Southern Ghale,,28.106,84.8511,sout2715,ghe,Asia
sout2728,Southern Qiang,,31.5392,103.384,sout2728,qxs,Asia
sout2729,Southern Pumi,,27.8408,100.622,sout2729,pmj,Asia
sout2730,Southern Bai,,25.519,100.289,sout2730,bfs,Asia
sout2739,Southern Tujia,,28.2368,110.022,sout2739,tjs,Asia
sout2741,Southern Dong,,25.8874,109.222,sout2741,kmc,Asia
sout2750,Southern Yukaghir,,64.218,154.375,sout2750,yux,Asia
sout2774,Southeast Ijo,,4.44235,6.32192,sout2774,ijs,Africa
sout2778,Southern Kisi,,8.32448,-10.3377,sout2778,kss,Africa
sout2782,South Fali,,9.51408,13.6164,sout2782,fal,Africa
sout2789,Central Dagaare,,10.4226,-2.52265,sout2789,dga,Africa
sout2797,Southern Toussian,,10.877,-4.65678,sout2797,wib,Africa
sout2807,Southern Sotho,,-30.4445,27.8951,sout2807,sot,Africa
sout2808,Sumayela Ndebele,,-25.6272,29.048,sout2808,nbl,Africa
sout2826,Southern Grebo,,4.47607,-7.56872,sout2826,grj,Africa
sout2832,Southwestern Dinka,,8.81115,28.0613,sout2832,dik,Africa
sout2840,Southern Bobo Madaré,,11.5409,-4.26497,sout2840,bwq,Africa
sout2856,South Efate,,-17.7006,168.377,sout2856,erk,Pacific
sout2857,Nahavaq,,-16.5116,167.477,sout2857,sns,Pacific
sout2859,Southeast Ambrym,,-16.2975,168.211,sout2859,tvk,Pacific
sout2869,Southwest Tanna,,-19.57953,169.35603,sout2869,nwi,Pacific
sout2895,South Nuaulu,,-3.23411,129.148,sout2895,nxl,Asia
sout2896,Eastern Atadei,,-8.49783,123.531,sout2896,lmf,Asia
sout2912,Coastal-Virac Bikol,,13.6989,124.29,sout2912,bln,Asia
sout2918,Southern Sama,,4.755836,119.483887,sout2918,ssb,Asia
sout2949,Southern Kiwai,,-8.64889,143.244,sout2949,kjd,Pacific
sout2954,Southern Amami-Oshima,,28.1955,129.285,sout2954,ams,Asia
sout2956,Southern Haida,,53.2616,-132.008,sout2956,hax,Americas
sout2957,Southern Tutchone,,60.7823,-136.573,sout2957,tce,Americas
sout2961,Southern Tiwa,,34.7873,-106.661,sout2961,tix,Americas
sout2965,Southern Puget Sound Salish,,47.263,-122.141,sout2965,slh,Americas
sout2976,Southeastern Tepehuan,,23.1584,-103.983,sout2976,stp,Americas
sout2982,Southeastern Pomo,,38.9354,-122.599,sout2982,pom,Americas
sout2984,Southern Pomo,,38.7643,-122.545,sout2984,peq,Americas
sout2985,Southern Sierra Miwok,,38.2363,-120.507,sout2985,skd,Americas
sout2986,Southern Ohlone,,36.787073,-121.487098,sout2986,css,Americas
sout2991,South Bolivian Quechua,,-20.9201,-66.3331,sout2991,quh,Americas
sout2992,Southern Conchucos Ancash Quechua,,-9.30995,-76.9854,sout2992,qxo,Americas
sout2994,Southern Nambikuára,,-14.3707,-59.5187,sout2994,nab,Americas
sout2996,Southern Aymara,,-17.1417,-70.3442,sout2996,ayc,Americas
sout2999,Southern Pame,,20.966,-99.334,sout2999,pmz,Americas
sout3123,South Levantine Arabic,,31.5601,38.0837,sout3123,ajp,Asia
sout3236,Southern Gumuz,,9.98,35.51,sout3236,NA,NA
sout3261,Southwestern Dargwa,,41.977226,47.565486,sout3261,NA,NA
spit1240,Spiti Bhoti,,32.526,77.833,spit1240,spt,Asia
spok1245,Spokane,,47.9087,-118.062,spok1245,spo,Americas
squa1248,Squamish,,49.3231,-123.014,squa1248,squ,Americas
sran1240,Sranan Tongo,,5.83,-55.33,sran1240,srn,Americas
sril1245,Sri Lanka Malay,,6.91603,79.864,sril1245,sci,Asia
stan1288,Spanish,,40.4414,-1.11788,stan1288,spa,Americas
stan1289,Catalan,,41.453,1.569,stan1289,cat,Europe
stan1290,French,,48,2,stan1290,fra,Europe
stan1293,English,,53,-1,stan1293,eng,Americas
stan1295,German,,48.649,12.4676,stan1295,deu,Europe
stan1306,Standard Malay,,3.08896,101.699,stan1306,zsm,Asia
stan1318,Standard Arabic,,27.9625,43.8525,stan1318,arb,Asia
stod1241,Stod Bhoti,,32.497,77.116,stod1241,sbu,Asia
ston1242,Stoney,,51.1939,-114.984,ston1242,sto,Americas
stra1244,Straits Salish,,48.51614,-123.757114,stra1244,str,Americas
suab1238,Suabo,,-2.07971,132.157,suab1238,szp,Asia
suba1238,Suba,,-0.95719,34.1033,suba1238,sxb,Africa
suba1252,Suba-Simbiti,,-1.103296,34.268,suba1252,ssc,Africa
subi1246,Subiya,,-17.5696,24.8867,subi1246,sbs,Africa
subt1250,Subtiaba,,12.4667,-86.9166,subt1250,sut,Americas
suda1236,Sudanese Arabic,,17.8021,33.3179,suda1236,apd,Africa
suda1237,Sudanese Creole Arabic,,5.654,28.774,suda1237,pga,Africa
sude1239,Sudest,,-11.5229,153.488,sude1239,tgo,Pacific
suen1241,Suena,,-7.76339,147.534,suen1241,sue,Pacific
suga1248,Nizaa,,7.12906,12.3779,suga1248,sgi,Africa
suii1243,Sui,,24.0488,106.563,suii1243,swi,Asia
suku1272,Sukur,,10.8933,13.6437,suku1272,syk,Africa
sulk1246,Sulka,,-5.03471,151.891,sulk1246,sua,Pacific
sulu1241,Eastern Puroik,,27.6589,92.3557,sulu1241,suv,Asia
sumb1241,Sumbawa,,-8.71919,117.472,sumb1241,smw,Asia
sume1241,Sumerian,,31.3,45.6667,sume1241,sux,NA
sumi1235,Sumi Naga,,25.9996,94.4235,sumi1235,nsm,Asia
sund1252,Sundanese,,-6.89708,107.106,sund1252,sun,Asia
sunw1242,Sunwar,,27.5201,86.2476,sunw1242,suz,Asia
supy1237,Supyire Senoufo,,11.632,-5.87709,supy1237,spp,Africa
surg1248,Surgut Khanty,,61.25,73.35,surg1248,NA,NA
suri1267,Tirma-Chai,,6.03205,35.0823,suri1267,suq,Africa
surs1246,Sursurunga,,-3.99078,152.768,surs1246,sgz,Pacific
susu1250,Susu,,10.4046,-13.3628,susu1250,sus,Africa
svan1243,Svan,,42.9134,42.5915,svan1243,sva,Asia
swab1242,Swabian,,49.3879,7.12775,swab1242,swg,Europe
swah1253,Swahili,,-8.25605,37.624,swah1253,swh,Africa
swam1239,Swampy Cree,,56,-95,swam1239,csw,Americas
swat1243,Swati,,-26,31.5,swat1243,ssw,Africa
swed1254,Swedish,,59.800634,17.389526,swed1254,swe,Europe
swis1247,Swiss German,,47.0516,8.46419,swis1247,gsw,Europe
syan1242,Syan,,1.280475,34.337012,syan1242,NA,NA
sydn1236,Sydney,,-33.52925837,150.3490464,sydn1236,xdk,NA
sylh1242,Sylheti,,24.83724,92.25347,sylh1242,syl,Asia
taba1263,Tabaru,,1.46563,127.633,taba1263,tby,Asia
taba1266,Tabasco Chontal,,18.1713,-92.7367,taba1266,chf,Americas
tach1250,Tachelhit,,29.7854,-7.77879,tach1250,shi,Africa
tada1238,Tadaksahak,,16.685,2.32653,tada1238,dsq,Africa
tafi1243,Tafi,,6.79522,0.39875,tafi1243,tcd,Africa
taga1270,Tagalog,,14.06,121.747,taga1270,tgl,Asia
tagb1258,Tagbanwa,,9.54263,118.497,tagb1258,tbw,Asia
tagi1240,Tagish,,60.242,-134.799,tagi1240,tgx,Americas
tagi1241,Tagin,,27.986064,94.221711,tagi1241,tgj,NA
tago1246,Tagoi,,12.0346,30.9306,tago1246,tag,Africa
taha1241,Tahaggart Tamahaq,,22.5908,8.73169,taha1241,thv,Africa
tahi1242,Tahitian,,-17.6485,-149.45,tahi1242,tah,Pacific
tahl1239,Tahltan,,58.4498,-130.052,tahl1239,tht,Americas
taia1239,Taiap,,-4.05047,144.506,taia1239,gpn,Pacific
taid1247,Tai Dam,,18.9572,102.928,taid1247,blt,Asia
taid1248,Tai Do-Mene-Yo,,19.1801,104.938,taid1248,tyj,Asia
taid1249,Tai Daeng,,20.4559,104.625,taid1249,tyr,Asia
taid1250,Tai Dón,,21.84898,103.570496667,taid1250,twh,Asia
tain1252,Tai Nüa,,21.7837,99.722,tain1252,tdd,Asia
tain1253,Tainae,,-7.40306,145.682,tain1253,ago,Pacific
tair1256,Tairuma,,-7.94866,145.732,tair1256,uar,Pacific
tait1250,Taita,,-3.79347,38.57254,tait1250,dav,Africa
taiz1242,Ta'izzi-Adeni Arabic,,13.6555,45.6411,taiz1242,acq,Asia
taji1245,Tajik,,38.8213,68.5549,taji1245,tgk,Asia
taji1246,Tajio,,-0.31553,120.01,taji1246,tdj,Asia
take1255,Takestani,,38.1971,47.9954,take1255,tks,Asia
take1257,Takelma,,42.423,-123.452,take1257,tkm,Americas
taki1248,Takia,,-4.69057,145.975,taki1248,tbc,Pacific
taku1257,Takuu,,-4.773094,157.032085,taku1257,nho,Pacific
tala1285,Talaud,,4.11846,126.795,tala1285,tld,Asia
tali1259,Talise,,-9.76764,160.231,tali1259,tlr,Pacific
taly1247,North-Central Talysh,,38.4552,48.6349,taly1247,tly,Asia
tama1365,Tamasheq,,14.2038,-2.41269,tama1365,taq,Africa
tamb1254,Tambunan Dusun,,5.68284,116.373,tamb1254,kzt,Asia
tami1289,Tamil,,10.520219,78.825989,tami1289,tam,Asia
tana1289,Tanaina,,60.4712,-150.759,tana1289,tfn,Americas
tana1290,Tanacross,,63.4046,-143.338,tana1290,tcb,Americas
tang1334,Tangut,,38.894904,102.246464,tang1334,txg,NA
tang1336,East-Central Tangkhul Naga,,25.0489,94.3567,tang1336,nmf,Asia
tang1347,Movono,,-15.5643,166.958,tang1347,tgp,Pacific
tang1373,Tangwang,,35.803799,103.54273,tang1373,NA,NA
tang1377,Tangam,,28.95,94.98,tang1377,NA,NA
tani1257,Tanimuca-Retuarã,,-0.59023,-70.3853,tani1257,tnc,Americas
tape1242,Tapei,,-4.77763,143.337,tape1242,afp,Pacific
tapi1253,Tapieté,,-21.4169,-62.684,tapi1253,tpj,Americas
tara1313,Tarao,,24.4003,94.1703,tara1313,tro,Asia
tari1256,Tariana,,0.440205,-68.9042,tari1256,tae,Americas
tari1263,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,,34.916974,-3.430616,tari1263,rif,Africa
taro1263,Tarok,,8.98356,10.0288,taro1263,yer,Africa
taro1264,Seediq,,23.9032,121.358,taro1264,trv,Asia
tasa1240,Tasawaq,,16.7814,6.92037,tasa1240,twq,Africa
tase1235,Pangwa Naga,,27.2572,96.3855,tase1235,nst,Asia
tata1255,Tatar,,55,50,tata1255,tat,Europe
tata1257,Tatana,,5.49808,115.553,tata1257,txx,Asia
tata1258,Tataltepec Chatino,,16.2963,-97.5311,tata1258,cta,Americas
tatu1247,Tatuyo,,0.55582,-70.5327,tatu1247,tav,Americas
taul1251,Taulil,,-4.44425,152.095,taul1251,tuh,Pacific
taus1251,Tausug,,5.12236,118.88,taus1251,tsg,Asia
tauy1241,Tauya,,-5.74255,145.366,tauy1241,tya,Pacific
tavr1235,Tavringer Romani,,62.2313,14.4036,tavr1235,rmu,Europe
tawa1275,Tawala,,-10.3115,150.644,tawa1275,tbo,Pacific
tawa1286,Tawallammat Tamajaq,,13.9878,4.47692,tawa1286,ttq,Africa
taya1257,Tayart Tamajeq,,16.9232,7.6743,taya1257,thz,Africa
tayo1238,Tayo,,-22.2277,166.546,tayo1238,cks,Pacific
tayy1238,Tày,,21.6448,106.167,tayy1238,tyz,Asia
tazn1238,Sud Oranais-Gourara,,29.1107,0.01992,tazn1238,grr,Africa
tbol1240,Tboli,,6.20377,124.538,tbol1240,tbl,Asia
tean1237,Teanu,,-11.6752,166.868,tean1237,tkw,Pacific
tebu1239,Tebul Ure Dogon,,14.66,-3.1,tebu1239,dtu,Africa
tedi1235,Tedim Chin,,23.6079,93.519,tedi1235,ctd,Asia
tehi1237,Tehit,,-1.51049,131.985,tehi1237,kps,Asia
tehu1242,Tehuelche,,-47.5796,-68.3235,tehu1242,teh,Americas
teiw1235,Teiwa,,-8.37662,124.174,teiw1235,twe,Asia
tele1256,Telefol,,-5.07444,141.731,tele1256,tlf,Pacific
telu1262,Telugu,,16.4529,78.7024,telu1262,tel,Asia
temb1276,Tenetehara,,-2.6123,-48.2359,temb1276,tqb,Americas
temi1246,Temiar,,4.974,101.438,temi1246,tea,Asia
temi1247,Temi,,-2.19303,35.8035,temi1247,soz,Africa
temp1235,Tempasuk Dusun,,6.36389,116.545,temp1235,tdu,Asia
tena1240,Tena Lowland Quichua,,-0.76271,-77.5404,tena1240,quw,Americas
tene1248,Tengou-Togo Dogon,,14.0675,-3.37158,tene1248,dtk,Africa
teng1272,Tengger,,-7.89069,113.037,teng1272,tes,Asia
tenh1241,Tenharim-Parintintin-Diahoi,,-7.92626,-61.936,tenh1241,pah,Americas
tenn1245,T'en,,25.6717,107.309,tenn1245,tct,Asia
tenn1246,Tennet,,4.91107,32.6307,tenn1246,tex,Africa
teop1238,Teop,,-5.67474,154.971,teop1238,tio,Pacific
tepe1278,Tepecano,,19.2343,-101.729,tepe1278,tep,Americas
tepe1279,Tepetotutla Chinantec,,17.7115,-96.5404,tepe1279,cnt,Americas
tepe1280,Tepeuxila Cuicatec,,17.756,-96.788,tepe1280,cux,Americas
tequ1245,Tequistlateco Chontal,,16.4,-95.59,tequ1245,NA,NA
tera1251,Tera,,11.0376,11.80953,tera1251,ttr,Africa
tere1278,Terei,,-6.70051,155.745,tere1278,buo,Pacific
tere1279,Terena-Kinikinao-Chane,,-20.6614,-56.0329,tere1279,ter,Americas
teri1250,Teribe,,9.067,-82.9631,teri1250,tfr,Americas
term1237,Termanu,,-10.7326,123.169,term1237,twu,Asia
tern1247,Ternate,,0.80562,127.333,tern1247,tft,Asia
tern1248,Ternateño,,14.28,120.72,tern1248,tmg,Asia
teso1249,Teso,,1.18321,33.9394,teso1249,teo,Africa
tete1251,Tetelcingo Nahuatl,,18.8854,-98.893,tete1251,nhg,Americas
tetu1245,Tetum,,-9.11217,125.528,tetu1245,tet,Asia
tetu1246,Tetun Dili,,-8.58405,125.583,tetu1246,tdt,Asia
tewa1260,Rio Grande Tewa,,35.9053,-106.124,tewa1260,tew,Americas
texi1237,Texistepec Popoluca,,17.8926,-94.8076,texi1237,poq,Americas
thad1238,Thado Chin,,24.096,93.722,thad1238,tcz,Asia
thai1261,Thai,,14.192,100.671,thai1261,tha,Asia
than1259,Thangmi,,28.7554,85.7657,than1259,thf,Asia
thao1240,Thao,,23.8333,120.93,thao1240,ssf,Asia
thar1283,Tharaka,,-0.13221,38.073,thar1283,thk,Africa
thay1249,Thayore,,-14.8159,142.034,thay1249,thd,Pacific
thom1243,Thompson,,50.1668,-120.193,thom1243,thp,Americas
thoo1240,Tho,,19.3563,105.363,thoo1240,tou,Asia
thul1246,Thulung,,27.5389,87.6063,thul1246,tdh,Asia
thur1254,Thurawal,,-35.2853,147.475,thur1254,tbh,Pacific
tibe1272,Tibetan,,28.3681,90.1872,tibe1272,bod,Asia
ticu1245,Ticuna,,-3.66289,-69.8723,ticu1245,tca,Americas
tido1248,Tidore,,0.02461,127.746,tido1248,tvo,Asia
tief1244,Tiefo-Nyafogo-Numudara,,10.85,-4.45,tief1244,NA,NA
tien1242,Tiene,,-2.84694,16.4765,tien1242,tii,Africa
tifa1245,Tifal,,-5.03899,141.293,tifa1245,tif,Pacific
tiga1245,Tigak,,-2.70951,150.893,tiga1245,tgc,Pacific
tigo1236,Tigon Mbembe,,6.983995,10.70849,tigo1236,nza,Africa
tigr1270,Tigre,,17.3494,38.2233,tigr1270,tig,Africa
tigr1271,Tigrinya,,15.3359,38.9266,tigr1271,tir,Africa
tikh1243,Tikhak,,NA,NA,tikh1243,NA,NA
tiko1237,Tikopia,,-12.2766,168.822,tiko1237,tkp,Pacific
till1254,Tillamook,,44.0924,-122.769,till1254,til,Americas
tilu1238,Tilung,,27.2203,86.4694,tilu1238,tij,Asia
tima1241,Tima,,11.7176,29.1632,tima1241,tms,Africa
timb1251,Timbe,,-6.06875,147.057,timb1251,tim,Pacific
timn1235,Timne,,8.90294,-12.3331,timn1235,tem,Africa
timo1258,Timor Pidgin,,-8.65995,125.59,timo1258,tvy,Asia
timu1245,Timucua,,30.3027,-82.3132,timu1245,tjm,NA
timu1262,Timugon Murut,,5.1796,115.826,timu1262,tih,Asia
tina1246,Tinani,,32.2852,77.9912,tina1246,lbf,Asia
tira1253,Tirahi,,34.1792,69.5901,tira1253,tra,Asia
tira1254,Tira,,11.0963,30.8092,tira1254,tic,Africa
tira1258,Tiranige Diga Dogon,,14.76,-3.7,tira1258,tde,NA
tiri1258,Tiri-Mea,,-21.8147,165.792,tiri1258,cir,Pacific
tita1241,Titan,,-2.18168,146.888,tita1241,ttv,Pacific
tivv1240,Tiv,,6.88039,9.26287,tivv1240,tiv,Africa
tiwa1253,Tiwa (India),,26.0667,92.2583,tiwa1253,lax,Asia
tiwi1244,Tiwi,,-11.6308,130.949,tiwi1244,tiw,Pacific
tlac1235,Tlachichilco Tepehua,,20.704,-98.1947,tlac1235,tpt,Americas
tlah1239,Tlahuitoltepec Mixe,,16.9634,-96.1186,tlah1239,mxp,Americas
tlin1245,Tlingit,,59.4447,-135.29,tlin1245,tli,Americas
toab1237,To'abaita,,-8.39233,160.619,toab1237,mlu,Pacific
toar1246,Toaripi,,-8.07231,146.206,toar1246,tqo,Pacific
toba1266,Tobati,,-2.56434,140.71,toba1266,tti,Asia
toba1269,Toba,,-24.40253,-60.4472866667,toba1269,tob,Americas
tobe1252,Tobelo,,1.0946,128.154,tobe1252,tlb,Asia
toca1235,Tocantins Asurini,,-3.59359,-49.8991,toca1235,asu,Americas
toda1252,Toda,,11.4184,77.0168,toda1252,tcx,Asia
toho1245,Tohono O'odham,,31.7973,-111.995,toho1245,ood,Americas
tojo1241,Tojolabal,,16.2572,-91.7825,tojo1241,toj,Americas
toke1240,Tokelau,,-9.227642,-171.780833,toke1240,tkl,Pacific
tokp1240,Tok Pisin,,-9.41971,147.303,tokp1240,tpi,Pacific
toll1241,Tol,,14.6686,-87.0372,toll1241,jic,Americas
tolo1255,Tolomako,,-15.1569,166.772,tolo1255,tlm,Pacific
tolo1259,Tolowa-Chetco,,41.9192,-124.1,tolo1259,tol,Americas
toma1245,Toma,,8.20383,-9.23439,toma1245,tod,Africa
tomb1244,Tombonuo,,6.2892,117.322,tomb1244,txa,Asia
tomm1242,Tommo So Dogon,,14.756,-3.28,tomm1242,dto,NA
tomo1243,Tomo Kan Dogon,,13.6331,-3.82228,tomo1243,dtm,Africa
tond1249,Tondi Songway Kiini,,15.262989,-2.816163,tond1249,tst,NA
tond1251,Tondano,,1.28024,124.964,tond1251,tdn,Asia
tong1308,Maniq,,6.88137,100.102,tong1308,tnz,Asia
tong1318,Tonga (Zambia),,-17.422325,27.103495,tong1318,toi,Africa
tong1325,Tonga (Tonga Islands),,-21.17,-175.25,tong1325,ton,Pacific
tonk1249,Tonkawa,,30.25,-96.75,tonk1249,tqw,Americas
topo1242,Toposa,,5.15904,34.2159,topo1242,toq,Africa
tora1259,Torau,,-6.19922,155.496,tora1259,ttu,Pacific
toro1252,Toro So Dogon,,14.40749,-3.10006,toro1252,dts,Africa
toro1253,Toro Tegu Dogon,,15.0644,-2.22427,toro1253,dtt,Africa
